frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,656.5479,657.04865,636.9065,649.76807,596.8137,691.1258,558.1972,768.9438,540.4571,856.56714,572.9117,687.58777,605.0644,721.21094,626.67285,677.5209,653.2352,336.62018,321.8216,327.55493,325.3307,341.4925,393.30652,429.5542,444.39545,536.32715,464.16785,583.18896,575.0641,596.028,604.99646,623.55457,639.75146,643.01324,0.9836918,0.9011084,0.9834734,0.2597141,0.9619473,0.9855447,0.9812256,0.88381773,0.8721428,0.7854412,0.78345895,0.6469905,0.5790668,0.052135646,0.04298094,0.006436646,0.0052360296
1,655.95685,656.4479,636.3487,649.0172,596.35114,690.998,557.85016,769.57367,539.7967,857.333,572.0169,686.9912,604.33093,719.2423,624.9164,676.5849,651.4176,335.46674,320.99097,326.42462,325.30896,340.95367,393.77893,429.24512,444.46484,535.8474,464.2046,583.43494,575.303,595.63007,605.8655,622.9666,640.8641,642.02954,0.98368645,0.9004632,0.9835129,0.25799808,0.96232194,0.985436,0.9813723,0.8829245,0.87435365,0.7844454,0.78588915,0.64306533,0.5773531,0.05032596,0.041841775,0.006148815,0.005034536
2,655.87646,656.2098,636.4272,648.29126,596.33795,690.79236,557.6804,769.15137,540.2495,857.4269,573.84375,687.3001,604.7493,718.03436,624.4746,674.61743,652.25616,335.06128,320.68268,325.9845,325.03375,340.43793,393.62616,429.23035,444.09894,536.50305,463.85962,583.3014,576.44037,596.6303,605.0327,621.2561,640.43884,639.7509,0.9827736,0.8943496,0.98258185,0.25009906,0.9615019,0.98515344,0.9810121,0.8822503,0.87399054,0.78383565,0.78584874,0.63715744,0.57117075,0.049170047,0.04084152,0.006036639,0.0049397647
3,655.7843,656.1009,636.5097,647.7927,596.31006,690.0095,557.8625,769.1421,540.7259,858.1208,574.09485,688.02325,606.2313,718.93176,627.1415,676.68414,655.0397,334.12738,320.09216,324.9798,324.9157,339.45306,393.47412,428.74585,443.31396,536.5878,462.9353,582.973,576.5258,596.54004,606.60345,621.8662,642.19666,639.82056,0.98232925,0.8903333,0.982149,0.2427437,0.961515,0.98504287,0.9809519,0.8826175,0.8753216,0.78482974,0.7885684,0.6403791,0.57489145,0.049529344,0.041256398,0.0060195625,0.0049372017
4,655.5276,655.7003,635.93066,647.70105,595.6576,690.2113,557.61523,769.1201,539.4478,857.88525,574.66174,686.64294,604.50336,718.3405,625.867,675.83704,652.66925,334.70758,320.33636,325.77063,324.77148,340.52795,393.393,429.30457,443.46375,536.6094,462.6754,582.0818,576.77313,597.0723,604.89166,620.70624,641.4992,639.3269,0.9820711,0.89070624,0.98182076,0.24317747,0.96014434,0.9846915,0.9796889,0.8817123,0.868515,0.78501517,0.78217185,0.634065,0.5634374,0.049715966,0.040670156,0.0061594546,0.0049824715
5,654.99603,655.2574,635.13806,647.3965,594.4573,689.9414,557.02686,768.8861,540.3562,857.0345,577.5247,687.7711,605.0111,721.5485,627.44946,680.2551,653.6407,334.32556,319.88672,325.28503,324.47522,340.22272,392.8042,429.20117,443.29822,538.1909,461.5338,583.33826,577.59216,598.17017,606.6979,622.2594,644.15295,640.99207,0.9831134,0.89629424,0.9829308,0.24439666,0.96149987,0.98496246,0.97961944,0.8826139,0.86650944,0.78641975,0.78045833,0.63578874,0.56249356,0.04999861,0.040542066,0.0061737,0.004964918
6,654.5156,654.7259,634.58545,646.9036,593.79297,689.246,556.24036,768.3024,540.01874,857.41406,577.87756,685.7177,603.3888,716.49036,624.83527,673.355,652.72076,335.3296,320.56415,326.28662,324.34583,340.72546,392.4729,429.3944,443.3745,538.07074,462.05237,582.00854,576.4564,597.22644,604.10834,620.6194,640.1937,638.3806,0.9829016,0.8959022,0.9827492,0.24709025,0.9611336,0.98487103,0.9794241,0.8802541,0.86318165,0.78251386,0.7752761,0.6242933,0.5502131,0.048312753,0.039047718,0.0060536563,0.004848808
7,654.5118,654.5279,634.63055,646.274,593.61615,688.56335,556.1202,767.98865,539.48584,857.1293,576.2026,685.9585,604.0974,718.54346,627.84717,675.80054,655.06384,334.65143,320.15112,325.7968,324.33386,340.56,392.31873,429.25916,441.9745,537.1611,461.5608,581.54663,576.1627,597.04944,606.2655,622.64276,643.75745,641.31067,0.98237,0.89114255,0.98245776,0.23529333,0.96173704,0.9845742,0.9787315,0.8799442,0.86155295,0.7820622,0.7747458,0.62768716,0.5519978,0.049053937,0.039474517,0.006096959,0.0048603415
8,654.6545,654.4701,634.83954,645.68695,593.6464,688.0514,555.98615,767.67633,539.50287,857.1921,576.53754,685.77637,604.0705,718.84753,628.0576,676.6539,655.20795,334.5708,320.23956,325.823,324.60156,340.7292,392.19104,428.8764,441.96667,536.83185,461.187,581.5155,575.7091,596.50476,604.9896,621.0349,642.6138,639.7595,0.982152,0.8879586,0.9823754,0.22888297,0.9624039,0.9845338,0.97902524,0.88040614,0.8650288,0.78288186,0.77912617,0.6286525,0.55487764,0.04896134,0.03966689,0.006074637,0.004862547
9,654.39105,654.0989,634.1524,645.6632,593.1206,688.56055,556.0209,767.70734,539.91925,856.81335,577.9057,687.06274,604.4263,721.426,628.4341,681.06757,653.52686,332.7243,318.6726,324.41547,324.1548,340.9038,391.734,428.94666,441.3994,536.74475,460.4403,580.50964,575.96985,597.15015,605.8834,622.7845,643.1131,640.6588,0.9828267,0.890635,0.98299813,0.2270529,0.96357155,0.98486596,0.9796039,0.8836566,0.86953115,0.7877258,0.7857918,0.641688,0.56898487,0.050379515,0.04088831,0.006148666,0.004925102
