frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,636.17395,650.9973,620.9406,673.4831,599.9069,710.9252,559.976,756.601,509.51,666.2894,600.95996,674.91846,579.89966,670.61206,585.30664,670.96594,625.03076,307.70837,293.0738,292.80103,302.6615,303.35144,386.13605,383.36316,491.90637,480.96057,511.9115,507.8864,563.96387,563.50433,532.997,532.82056,562.12225,567.3641,0.98609746,0.97406805,0.9668939,0.83825433,0.72567505,0.9801154,0.9844444,0.87108696,0.8972186,0.8516551,0.86596584,0.52134424,0.5304232,0.0382801,0.041796327,0.005472958,0.006090313
1,636.21564,651.1483,620.9356,673.84106,599.97797,711.2184,560.39197,757.0429,509.6654,666.5036,600.7716,675.11096,580.1151,669.91595,584.5764,671.0544,623.85425,307.7646,293.09753,292.83624,302.82135,303.54492,386.07544,383.40717,491.7525,480.912,512.2221,508.04865,563.73413,563.21814,532.9096,532.67236,562.6832,567.6959,0.9861774,0.9744494,0.9667944,0.8404856,0.7222942,0.9800774,0.98435175,0.8713308,0.8966057,0.852062,0.86532235,0.52224135,0.5308172,0.0385423,0.041940093,0.0055063963,0.0061167777
2,636.357,651.3037,620.98566,674.2236,600.1384,711.50824,560.8529,757.11475,510.18976,666.563,601.9103,675.3698,580.359,670.20056,584.7494,671.5495,623.21234,307.78497,293.06238,292.94702,302.84497,303.89215,385.90198,383.5172,492.08777,481.37115,512.4019,508.26178,563.4057,563.0518,532.028,532.1832,561.35986,566.7936,0.98622066,0.9747161,0.9665749,0.84262097,0.7188356,0.9801655,0.9843707,0.87206507,0.89637053,0.8525552,0.8648555,0.52506775,0.53301793,0.039139837,0.042468756,0.0056133866,0.006226659
3,636.5187,651.44617,621.04517,674.4345,600.13684,711.687,560.9708,757.24854,510.22638,666.6896,602.08887,675.96436,580.8869,670.468,584.8523,671.9092,623.07904,307.70093,292.90112,292.92035,302.6046,303.96008,385.55896,383.67908,491.7857,481.63135,512.3623,508.14648,563.30225,563.2324,531.7228,532.4955,560.8466,566.89594,0.9862691,0.97476053,0.9666517,0.8424925,0.7191081,0.9802254,0.98448646,0.87274265,0.89712244,0.8534808,0.8659086,0.52716637,0.5353267,0.039359033,0.042711705,0.005633503,0.006248623
4,636.55554,651.47473,621.05347,674.4659,600.1285,711.563,560.96735,757.2191,510.1104,666.7392,602.122,675.8551,580.9152,670.2761,584.91016,671.7852,623.1726,307.74957,292.86365,292.91583,302.44196,303.86694,385.4095,383.60535,491.87054,481.70886,512.3866,507.9458,562.78186,562.78345,531.1482,532.1273,560.2235,566.57477,0.98627114,0.9748168,0.9666295,0.8427875,0.71849895,0.9802257,0.98443073,0.8727099,0.89653516,0.8536309,0.865536,0.5269038,0.53454584,0.039621145,0.0429042,0.005688876,0.0062993765
5,636.46075,651.37854,620.9977,674.4482,600.20013,711.6433,560.89417,757.1067,509.91818,666.7959,602.4647,675.9399,580.8875,670.5139,585.1119,671.81885,623.4793,307.78876,292.91052,292.96143,302.5042,303.9237,385.50452,383.68933,491.9364,481.812,512.4029,508.07556,563.0979,563.1238,531.68805,532.667,560.4281,566.76306,0.98624015,0.9748384,0.9664874,0.8435457,0.7173457,0.98016787,0.98439527,0.87221956,0.89621186,0.8529469,0.86496615,0.5252896,0.5330855,0.03913489,0.042424858,0.0056089163,0.0062181354
6,636.5195,651.5383,621.0757,674.7053,600.3655,711.5166,561.3426,757.29254,510.50735,667.3833,602.4582,675.6051,580.92487,669.8013,584.8207,671.8215,622.8036,307.56946,292.73645,292.7702,302.5846,303.94055,385.2079,383.56055,491.20447,481.53674,512.0646,508.19244,561.3134,561.36926,528.22766,529.3474,557.7171,564.1633,0.9863898,0.97510576,0.9664737,0.8451319,0.7156644,0.98060286,0.9847307,0.8750087,0.89793336,0.85605603,0.8670058,0.5356127,0.54285425,0.04181862,0.045164526,0.0060577393,0.0066992044
7,636.7946,651.83655,621.32184,674.9498,600.4301,711.96375,560.8007,757.60876,510.91583,666.89923,602.39606,675.9319,580.6536,670.6891,584.82697,671.3343,623.7611,307.4488,292.61993,292.65186,302.53772,303.8803,385.77704,384.23975,491.599,482.0039,512.03253,508.37585,562.444,562.67114,528.514,530.2717,557.7632,565.40283,0.98633075,0.9750866,0.9665353,0.84476364,0.71745396,0.9805163,0.98433316,0.87352085,0.8939661,0.85372996,0.862327,0.52784085,0.5325136,0.040700525,0.043543667,0.005932063,0.0065086186
8,636.85297,651.89526,621.41266,675.1954,600.68365,712.3167,561.02344,757.55365,511.1356,666.9321,603.176,676.1124,580.6958,671.475,585.2684,671.9408,624.51,307.68384,292.78387,292.89148,302.5396,304.02954,385.87854,384.5019,491.68372,482.2918,512.08374,508.29254,563.0496,563.36414,529.1982,531.02875,557.6174,565.2363,0.9862769,0.97496027,0.9664409,0.84451264,0.7166435,0.9803227,0.9843912,0.87257236,0.894959,0.8534063,0.86370957,0.525717,0.53207743,0.039955676,0.0430862,0.005807519,0.0064105093
9,636.9379,651.89856,621.57056,675.1241,600.95276,712.78754,561.0766,757.9172,511.19247,667.2758,603.31055,676.66394,581.0715,672.57214,586.27356,672.00946,626.17267,307.71832,292.80298,292.89386,302.44666,303.90918,386.23114,384.6261,492.35504,482.57825,512.1864,508.4428,563.7437,563.9609,529.7175,531.2082,558.31335,565.62634,0.98615503,0.9747083,0.9662627,0.8441049,0.717362,0.9802259,0.98438907,0.8708869,0.89457417,0.8512207,0.8627943,0.51991093,0.52732205,0.03889677,0.04217878,0.0056519806,0.0062665045
