frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,617.98517,628.1542,599.724,643.4611,574.5079,677.66895,558.67664,714.79034,461.03265,608.4797,352.02484,675.47876,596.33325,650.912,533.0853,665.59326,518.56085,359.13452,343.34192,349.229,344.95807,360.15924,411.50006,417.88165,496.39172,465.80103,516.44275,503.49487,562.49194,563.90137,553.70917,570.47473,562.70703,599.9642,0.98948646,0.96870667,0.97857046,0.7136751,0.820047,0.97468805,0.99320644,0.8969108,0.9732531,0.8979644,0.95916975,0.6827681,0.784505,0.04885122,0.073070675,0.004889637,0.0068674386
1,617.94775,628.2399,599.6492,643.67395,574.3772,677.77075,558.5259,715.2007,460.8322,608.48584,352.1834,675.51697,596.26746,651.0314,533.7422,665.6858,519.0357,358.9546,343.1817,348.95038,344.95038,359.89337,411.46667,417.7019,496.34668,465.8695,516.31396,503.41064,562.43427,563.7624,554.0964,570.5892,562.5602,599.411,0.98951626,0.968959,0.9784938,0.71597594,0.8185328,0.97478735,0.9931847,0.8972007,0.97303355,0.89815766,0.9589213,0.68301356,0.7840377,0.048709363,0.072656006,0.0048621,0.006818831
2,617.6845,628.16534,599.37524,643.65894,573.8912,677.4491,558.1006,715.04944,460.9061,608.3761,352.9318,676.3739,597.1122,651.98376,535.6008,666.5925,521.1083,359.02692,343.36096,348.85687,345.2638,359.58002,411.365,417.27887,496.15076,465.8495,516.4387,502.99542,562.3425,563.5788,554.2831,570.32495,562.2761,598.36707,0.9895529,0.9690888,0.97852516,0.715921,0.8188292,0.97497153,0.99318206,0.8975945,0.9728831,0.8980938,0.95877504,0.68457353,0.7846417,0.04912269,0.07308835,0.0049137473,0.0068831146
3,617.52167,627.8812,599.22375,643.335,573.82434,677.22363,557.89215,714.58484,460.4032,608.53705,353.18445,676.5496,597.4075,652.9264,536.9688,666.4403,522.21075,358.96918,343.24298,348.82745,344.97156,359.4803,411.1516,417.38123,495.8247,466.02863,516.2905,502.56732,562.0413,563.5313,554.85803,571.19635,562.3816,598.6002,0.9894974,0.9689784,0.97836846,0.7168641,0.81866264,0.97521275,0.9932146,0.8977728,0.9727557,0.89751315,0.95846105,0.6882907,0.78709495,0.050025344,0.074320555,0.0050074756,0.007011175
4,617.2878,627.72797,599.0901,643.1985,573.7247,677.09546,557.5218,714.38837,460.37415,608.18256,353.41907,675.8407,596.33154,652.599,535.5157,667.01294,520.82367,358.66626,343.128,348.52332,345.16937,359.26093,411.43555,417.10516,496.13818,465.71906,516.2156,502.08795,562.9325,564.0987,556.5127,572.2438,563.7221,599.2717,0.98956823,0.96922314,0.9783981,0.7185979,0.8181462,0.97555053,0.99325085,0.89971167,0.97301996,0.8992293,0.9588647,0.69466966,0.7912551,0.05080995,0.07514721,0.005041063,0.0070389807
5,616.7566,627.2686,598.81525,642.9724,573.8669,677.01135,557.0395,714.1511,460.1186,608.2014,353.49786,675.34546,595.7016,653.02905,535.9751,666.3086,522.1776,358.4724,342.95386,348.26282,344.88403,358.71588,411.31244,417.19226,495.6955,466.12085,515.9649,501.4355,563.31177,564.5975,557.2907,573.1284,564.4267,599.99023,0.9894702,0.9692477,0.9780295,0.7230137,0.8154891,0.97574025,0.9932431,0.8996761,0.9726522,0.89867115,0.95824707,0.69635826,0.7918188,0.051308572,0.075725496,0.0050961673,0.007112175
6,616.98773,627.34656,599.07825,642.66534,573.9387,677.03406,556.7868,714.14417,460.45685,608.3904,353.68484,674.65674,594.82166,653.169,535.77856,665.57733,522.4716,358.201,342.72607,348.0879,344.6153,358.55658,411.36584,417.17938,495.62402,465.85022,515.8889,500.86536,564.39,565.6135,558.67065,574.32513,566.2587,601.5339,0.9894387,0.9685848,0.9783109,0.7165416,0.8203691,0.97578496,0.99330807,0.89943445,0.973069,0.898351,0.95876074,0.6961666,0.79236233,0.05066365,0.075203925,0.0049993694,0.0069951117
7,616.95996,627.32623,599.00757,642.544,573.71265,676.67896,556.7112,713.9325,460.5086,608.5727,353.76678,674.4242,594.82043,653.02954,536.3146,666.02435,523.2846,358.27667,342.82208,348.1565,344.70966,358.5844,411.38702,417.00305,495.85834,465.69513,515.89136,500.54456,564.1757,565.3424,558.6755,574.2112,566.0862,601.2681,0.9894783,0.96817255,0.9785454,0.7118397,0.82344294,0.9759644,0.9934827,0.9004383,0.9740852,0.89989066,0.96030486,0.699615,0.79642904,0.051044405,0.07640511,0.004996836,0.007030666
8,616.84125,627.3213,598.7555,642.7715,573.39954,676.75903,556.62946,713.96466,460.24365,608.5382,354.27783,674.7899,595.2426,652.82776,537.4065,666.4088,525.0641,358.0476,342.54022,347.8838,344.47302,358.3786,411.06775,416.6479,495.9596,465.55096,516.07294,500.01,563.3572,564.5519,558.89246,574.4558,566.5287,601.62225,0.9895145,0.96844506,0.97857,0.71307385,0.82276845,0.97578704,0.99341667,0.89924574,0.9736639,0.8988677,0.9598315,0.6961785,0.79366493,0.050411373,0.075448275,0.0049262047,0.006929785
9,616.84174,627.3181,598.7727,642.7903,573.5629,676.87134,556.89453,713.8684,460.15756,607.83496,353.33264,675.0862,595.68695,652.71436,537.86835,665.9504,525.30536,357.84326,342.32928,347.6706,344.378,358.2968,411.23456,416.75745,496.29846,465.59827,516.32104,500.1936,563.6501,564.8043,558.8968,574.4624,566.30927,601.5347,0.98951817,0.96849096,0.9784374,0.7150202,0.8215704,0.97587407,0.99349177,0.8992517,0.97385633,0.8986813,0.9599501,0.6959392,0.7941638,0.05014941,0.07531178,0.004887879,0.0068980157
