frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,632.9575,645.59515,622.4341,666.5432,602.0976,695.4862,572.4723,724.1775,548.3235,683.4879,566.6141,682.08044,598.82837,698.46594,589.73315,683.2485,596.4391,383.98077,373.42273,371.67548,356.49713,351.96655,370.33282,369.90698,456.40106,461.40552,463.2464,475.35284,503.8537,505.2179,516.1249,517.5404,523.2817,524.57495,0.8349266,0.8032466,0.77587914,0.3664966,0.32377696,0.8894435,0.8849918,0.7751343,0.74538517,0.61186206,0.5736458,0.47504842,0.45411992,0.02057591,0.018966496,0.004008025,0.0038507283
1,631.9272,644.54956,621.8169,665.56476,602.12823,694.63666,572.3158,724.10706,548.82935,683.4992,566.2568,680.74744,597.9512,696.7861,588.6086,682.1593,595.1147,382.31158,372.11432,370.2041,356.09985,351.17023,370.25812,369.40424,456.3708,460.95856,461.96985,473.99902,503.66968,504.75708,515.12024,516.3108,523.48944,524.5107,0.8355175,0.80481917,0.7693994,0.37724388,0.30768448,0.89273095,0.88734233,0.78336585,0.7523883,0.62276196,0.5825115,0.48412412,0.46304503,0.021045,0.019411862,0.0040227175,0.0038650632
2,633.1585,643.9027,623.015,663.3838,603.8422,698.8889,572.5019,728.53394,550.45087,684.628,581.72516,676.4878,590.7424,694.0946,576.92725,691.2671,592.7884,380.39722,370.4076,369.72882,355.21332,353.2036,374.54968,372.0188,457.5362,454.38538,462.24585,461.55182,495.20477,494.635,505.7921,505.4839,500.13776,499.77356,0.89605665,0.8937228,0.85165334,0.5158977,0.40653816,0.9262323,0.8680322,0.809657,0.5641393,0.6229517,0.399174,0.43074626,0.34946138,0.020391643,0.013607472,0.0047931075,0.003505528
3,634.9774,644.9491,624.7828,662.9197,605.2792,698.8114,573.82007,728.455,551.3293,684.5655,581.937,677.4526,592.70325,694.4077,577.6865,691.0344,591.8672,378.537,368.831,368.4856,354.4425,353.3208,374.0545,372.64276,456.61884,454.37305,462.3578,459.6474,494.0232,493.9311,502.6344,502.99677,498.22656,498.57898,0.8842569,0.8804679,0.84027326,0.48888493,0.4103174,0.92320096,0.8596701,0.8113234,0.55151445,0.6237394,0.3892462,0.4295196,0.3434465,0.02128005,0.013799638,0.005130172,0.0036731958
4,632.6176,644.8101,622.6539,665.3524,603.2392,694.87085,573.49115,723.9735,550.0493,682.72156,567.38544,681.6024,599.34314,697.87256,589.6575,682.5742,594.34045,380.74622,370.79077,368.99463,355.2472,350.64996,369.51746,369.04694,455.32544,460.46747,462.7594,475.06793,502.79474,504.03687,513.6364,515.0576,522.4796,523.65186,0.82315373,0.79304385,0.7492666,0.36865747,0.29146606,0.88972795,0.8785112,0.787882,0.73864925,0.6265884,0.5687516,0.48229945,0.45383042,0.021462351,0.019140393,0.0041461587,0.0038905442
5,631.3689,643.2677,621.43945,663.73206,602.00073,696.4486,570.6268,727.5431,547.5473,681.66205,568.9192,679.1507,594.4583,691.2801,583.48987,676.79443,594.20703,382.09186,372.02435,370.60724,356.1123,352.3014,372.05743,371.8255,452.7981,457.4464,464.09143,472.21704,499.09918,499.88916,507.07526,508.36652,497.43042,499.4342,0.89993036,0.88338435,0.8618106,0.46349922,0.42622346,0.9118873,0.89733434,0.7651006,0.68790007,0.588302,0.5083568,0.42676783,0.39169356,0.017048836,0.014866173,0.0037549436,0.0034516156
6,630.6488,642.62976,620.90216,663.524,601.8331,696.48505,570.4767,728.1709,547.19946,682.40265,568.38086,678.01855,593.2578,690.36993,582.69214,676.5127,594.26965,382.61053,372.53387,371.03668,356.44373,352.44116,372.50677,371.6917,452.64758,456.4726,463.27203,472.1361,499.37463,499.80273,508.71246,509.51147,498.2572,499.75928,0.8986522,0.88229585,0.8589424,0.46485442,0.41319203,0.90929407,0.8967002,0.75897956,0.6924453,0.58372706,0.5135772,0.42670694,0.3958181,0.016731232,0.014928639,0.0036499798,0.0034113824
7,631.8338,644.2979,621.7058,665.31586,602.1019,694.76013,572.50586,723.8474,549.2604,682.4145,567.9919,680.3254,597.553,697.5129,588.44,682.2101,594.0811,382.88452,372.5678,370.758,356.06927,351.4201,370.17975,369.68597,456.33063,461.9087,461.93585,475.87976,504.12646,505.32422,514.5786,515.8628,522.77637,523.97424,0.84107226,0.81116056,0.7752708,0.383657,0.31238586,0.8964522,0.8892593,0.78846496,0.7525494,0.6290386,0.58346057,0.4827541,0.45915982,0.02090022,0.019160718,0.003992796,0.0038224459
8,632.3106,644.9044,621.8803,665.97327,601.9632,695.4263,572.70294,724.15356,549.56934,683.6686,568.7951,681.1987,598.10565,697.6246,588.2142,682.8437,594.5111,383.268,372.75458,371.01367,356.13904,351.62872,370.66272,370.19098,457.12378,462.6341,461.1974,475.00226,504.76068,505.94458,515.93445,517.14484,524.18884,525.24817,0.8552855,0.8290571,0.7949954,0.40107283,0.33133465,0.90215206,0.8936838,0.78912115,0.74659336,0.62817824,0.5760758,0.48318672,0.4569229,0.021079332,0.019048959,0.004049659,0.003836751
9,632.5682,644.8873,622.29315,665.805,602.8283,695.4915,573.8077,724.01807,550.39777,685.58105,569.18695,681.23175,598.82623,697.8892,589.07117,683.38007,594.37134,381.4179,371.08478,369.45776,355.002,350.75427,370.2132,369.47955,456.87384,461.222,459.92902,472.08826,504.49707,505.52472,516.1342,517.17377,525.06226,525.7661,0.85169446,0.8235853,0.7869193,0.39666316,0.32130283,0.901706,0.8936655,0.79095817,0.75067806,0.6317478,0.5823441,0.490248,0.4649313,0.021516353,0.019534022,0.0040808916,0.003881812
