frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,638.3151,648.9011,620.59644,660.2062,594.3679,693.67914,560.3005,744.72876,497.3643,695.8888,481.8979,645.94995,561.6091,642.9334,554.09937,645.5686,599.14136,343.90613,329.40112,331.88324,336.36902,342.2163,439.05316,396.6353,522.02924,343.14307,552.1328,234.18616,615.8827,602.4369,626.8331,640.0504,613.5934,649.99133,0.9882549,0.9509808,0.9800024,0.58688474,0.8712188,0.9735882,0.9941846,0.86068,0.9822836,0.8711089,0.977603,0.6810385,0.8124639,0.030017018,0.06371951,0.0022644997,0.003861338
1,638.29663,648.84607,620.69556,660.1129,594.67633,693.919,560.306,744.9313,497.50653,695.32715,481.9093,646.3992,561.7867,644.0913,554.8119,646.56213,599.41046,343.3866,329.1233,331.53638,336.56622,342.28223,439.16284,396.76605,521.9171,343.28552,552.22327,234.59601,616.17053,602.76263,626.6044,639.89087,613.43964,649.9287,0.9881736,0.9508275,0.9797616,0.58856946,0.87014157,0.9735606,0.99418795,0.86050946,0.9822434,0.87029195,0.9774468,0.6824912,0.8135682,0.030199617,0.06414938,0.0022844076,0.0039007366
2,638.25226,648.79095,620.6875,659.8567,594.5002,693.67664,559.96906,744.7166,497.54956,695.01526,481.91162,646.3529,561.59064,644.6038,554.83453,647.1027,599.4657,343.14758,328.94995,331.2531,336.46362,341.93695,438.82483,396.37158,521.8031,343.4557,552.26514,234.47192,615.8614,602.38745,626.2366,639.1676,613.2638,649.0987,0.988106,0.9501107,0.97973794,0.58361834,0.871276,0.97357917,0.9941893,0.861212,0.9823687,0.87078357,0.97760564,0.68255407,0.8135105,0.030067801,0.06385589,0.0022693872,0.0038726032
3,638.40594,648.8766,620.7746,659.8604,594.51416,693.74316,560.1269,745.0809,497.72882,695.4455,482.06485,646.25354,561.639,644.2522,555.1903,647.0674,600.23444,343.08002,328.8714,331.26337,336.41675,342.10718,438.81244,396.4668,521.92096,343.4124,552.08344,234.08032,615.3473,601.9412,624.6239,637.72485,611.06537,647.0929,0.9879668,0.94942814,0.9794759,0.5809164,0.87034684,0.97322845,0.99410737,0.86041605,0.9822284,0.8706701,0.9775462,0.6748954,0.80804497,0.028955102,0.061537176,0.0021868348,0.0037287772
4,638.3458,648.80676,620.7446,659.6826,594.4252,693.6022,559.9939,745.0193,497.60727,695.2735,482.13257,646.1157,561.5331,644.0111,554.9653,646.88586,600.3519,343.14392,328.92053,331.28693,336.39258,342.02283,438.79944,396.4928,521.9031,343.5113,551.93555,233.66888,615.595,602.17175,623.90393,636.8645,610.99274,646.70886,0.9878458,0.9485967,0.9793604,0.57683533,0.8706492,0.9730114,0.99410725,0.859981,0.98239493,0.87096864,0.977817,0.6721938,0.80679154,0.028665692,0.061185002,0.002167672,0.0037056804
5,638.44464,648.8728,620.81946,659.739,594.5394,693.6941,560.0769,744.8314,497.4651,695.3444,482.45465,646.22107,561.6395,643.75806,554.898,646.766,600.385,343.1101,328.92786,331.3181,336.57678,342.29138,439.04022,396.78485,521.8425,343.45325,551.8985,233.51892,615.5939,602.2166,623.93317,636.9707,610.892,646.5384,0.9878854,0.94910234,0.9793453,0.579357,0.87010336,0.97302383,0.99401444,0.860003,0.9820041,0.8706962,0.97739744,0.6691357,0.80338335,0.028244197,0.059836507,0.002135992,0.0036302805
6,638.36,648.8108,620.6953,659.76697,594.371,693.61646,559.86646,744.8425,496.95847,695.9469,482.17572,646.2147,561.50165,644.15784,554.9983,647.3616,599.7054,343.06726,328.91455,331.25458,336.56946,342.17126,438.88776,396.44556,521.80396,343.2354,551.3686,233.12585,615.1222,601.699,626.41034,639.26874,612.2477,647.6714,0.9880377,0.9495941,0.9795022,0.5818623,0.8708552,0.97399545,0.9942198,0.8648968,0.9826277,0.8743628,0.9780463,0.6873886,0.8157238,0.030278683,0.06384438,0.0022530556,0.0038240552
7,638.53644,648.98987,620.91754,659.6311,594.2511,693.34314,559.348,744.86993,496.479,695.79315,481.80316,645.5775,560.63245,644.2262,554.25635,647.84033,598.9963,343.03064,328.9843,331.1178,336.61816,341.76172,438.50342,395.67145,521.4713,342.89264,550.7447,232.89172,614.3613,600.6842,625.85156,637.9618,611.54297,646.00494,0.98796356,0.94821274,0.9796028,0.57272387,0.87388927,0.97425693,0.99432933,0.86807644,0.98335046,0.8779033,0.9789939,0.6903966,0.8181915,0.030020237,0.06350705,0.0022010505,0.0037400126
8,638.6437,649.07294,621.0915,659.5488,594.2944,693.24023,559.1509,744.676,495.7896,695.42377,481.2549,645.8706,561.0093,643.8376,554.36163,647.1368,599.1981,342.90295,328.97302,330.9538,336.58453,341.40106,438.3877,395.33435,521.24634,342.18713,550.9094,231.24014,614.0996,600.31616,627.11975,638.9011,613.43555,647.2005,0.98788726,0.9482659,0.97949797,0.5735157,0.8737288,0.97417915,0.9942082,0.86734337,0.98285866,0.876341,0.97836125,0.68854743,0.8156673,0.029860258,0.06264305,0.0021879375,0.0036948621
9,638.6594,649.07404,621.1505,659.47266,594.32715,693.28955,559.0602,744.7559,495.93387,695.2627,481.03503,645.8408,560.7947,644.1025,554.00336,647.2228,598.4741,342.8672,328.98474,330.91193,336.5923,341.2909,438.28406,395.18677,521.2096,342.4085,550.59393,231.61902,614.30023,600.43616,628.4913,640.02875,614.6148,648.1429,0.9878858,0.94786245,0.97960055,0.57123506,0.8750601,0.9743383,0.9943216,0.8681883,0.98329496,0.87705994,0.97879404,0.6940571,0.82040226,0.030269057,0.06385267,0.002199173,0.003730595
10,638.6085,649.11084,621.1902,659.4895,594.291,693.35803,559.1407,744.5184,495.69775,694.15344,480.76962,647.46985,562.54834,645.7312,555.92444,648.34094,601.0495,342.90747,328.9381,330.68903,336.17377,340.45044,437.7735,394.57678,521.1217,342.51538,550.9392,231.39743,614.2318,600.29706,627.7649,638.7013,615.25195,647.8114,0.9878329,0.9479428,0.9796176,0.57129145,0.87487423,0.97363174,0.99422085,0.8633574,0.98286486,0.87276363,0.978269,0.6824259,0.8134893,0.029171228,0.062066585,0.0021488667,0.0036701858
11,638.7241,649.1605,621.36035,659.4457,594.49445,693.44104,559.3064,744.4063,495.66623,693.6494,480.574,647.389,562.61487,645.56274,556.0304,647.74146,601.30536,342.93494,328.96747,330.7387,336.12396,340.45728,437.75073,394.78552,521.1847,343.1518,550.96643,231.60672,613.7938,599.879,626.9639,637.7531,614.7258,646.86255,0.9877901,0.94763523,0.979548,0.5712317,0.8751317,0.9738054,0.99428266,0.8638704,0.98301613,0.8731914,0.97842443,0.6830127,0.8141519,0.029364139,0.062544435,0.0021649003,0.0037014186
