frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,626.9857,639.7795,612.91565,661.2684,596.2498,696.73035,567.9326,756.12823,540.5163,768.7042,634.6192,694.84894,611.2375,707.9756,623.3699,702.989,652.84015,351.61206,338.33252,339.23645,348.7444,353.7298,406.54114,446.47156,367.3723,510.56665,255.68054,541.4808,578.7645,597.9939,565.85956,573.18774,572.24817,572.9857,0.9822937,0.96739453,0.9633896,0.76987994,0.70727414,0.9744122,0.9631766,0.8794906,0.8104656,0.8963562,0.80890155,0.62064755,0.5482445,0.07225841,0.058166414,0.010956973,0.009725928
1,626.9609,639.6862,612.8888,660.96936,596.1852,696.27563,567.8918,755.9474,540.5543,768.5698,634.6524,694.2201,610.9082,707.1078,623.22516,702.38,652.47217,351.52655,338.31097,339.23138,348.86646,353.9088,406.5589,446.48712,367.26868,510.3299,255.59839,541.42346,578.4961,597.74316,565.1297,572.62335,572.03345,573.0487,0.9824861,0.9676737,0.96385765,0.77032423,0.7096841,0.97455883,0.9633119,0.8796238,0.8102495,0.8963648,0.8085721,0.62010443,0.5474011,0.07252711,0.058294892,0.0110282,0.009772003
2,627.13513,639.801,612.9382,660.73,595.903,696.1617,567.87585,756.35803,541.012,769.1877,633.28076,694.1162,610.8885,706.7078,622.792,701.9807,651.9176,351.50293,338.3471,339.2827,349.22772,354.37256,407.3017,447.31067,367.2588,510.3894,255.14429,541.45026,579.2572,598.4706,564.80255,572.2962,572.48035,573.4855,0.9823221,0.96727514,0.9637754,0.7665969,0.71087694,0.9742384,0.96233916,0.87828135,0.80576575,0.8951696,0.80474764,0.61543566,0.54098517,0.07210323,0.057544023,0.011057317,0.009737402
3,627.3618,639.87067,613.1876,660.4485,596.0633,695.75916,567.9722,755.76776,541.31903,768.95264,634.09705,694.0607,611.10486,706.85333,623.3647,702.5275,652.02246,351.1864,338.2212,339.1416,349.4154,354.56104,407.33514,447.18103,367.5434,510.25482,255.32349,541.5123,578.4137,597.6317,564.6945,572.197,572.19257,573.24493,0.98218596,0.966785,0.96363294,0.7642784,0.71309793,0.9742869,0.9625801,0.8784685,0.80696964,0.89482343,0.80512965,0.6190361,0.5450816,0.073125035,0.058411002,0.01120615,0.009869218
4,627.3593,639.8025,613.213,660.2468,596.0463,695.6545,567.86163,755.57404,541.47485,768.468,634.06885,694.0603,611.14484,706.86017,623.68994,702.10913,652.26996,351.12195,338.25464,339.12347,349.52698,354.58313,407.4115,447.15564,367.5951,510.28577,255.01208,541.3611,577.8735,597.0378,565.2199,572.56494,572.295,573.20557,0.98223996,0.9670158,0.96368206,0.76637816,0.71392375,0.97458243,0.96261555,0.8787713,0.80488276,0.8941654,0.80232203,0.6217189,0.54655516,0.07407987,0.058868706,0.011359036,0.0099672675
5,627.2186,639.6533,613.0332,660.1167,595.769,695.80725,567.72253,755.53625,541.6964,767.6948,634.2462,694.33014,611.21893,707.0759,623.42865,702.0332,652.433,351.43768,338.44843,339.3465,349.43524,354.55945,407.27954,447.09088,367.4801,510.29114,254.99542,541.6162,577.1362,596.2459,565.2066,572.2952,572.1605,572.74695,0.98213434,0.9666735,0.96364903,0.7648584,0.7150367,0.97443414,0.9629493,0.8781333,0.8073321,0.893977,0.804484,0.6217334,0.5485121,0.07385829,0.059117675,0.011294037,0.009964466
6,626.9612,639.35394,612.9218,659.95807,596.0433,695.624,567.7408,754.79956,541.11847,767.0182,633.8989,693.7404,610.72186,706.28577,622.9634,701.50586,651.74036,351.09503,338.26984,339.19513,349.4762,354.63306,407.148,446.77087,367.60022,509.49597,255.71008,540.2644,576.70105,595.76685,565.5177,572.80396,571.67993,572.50726,0.9821805,0.9668808,0.9633415,0.76864946,0.7128892,0.9748329,0.9637733,0.8797608,0.8103746,0.8948852,0.80668014,0.63047224,0.5583461,0.07589376,0.060888827,0.011540592,0.010202676
7,626.9125,639.2743,612.86914,659.8766,595.9971,695.8169,567.5698,754.70355,541.05597,766.5783,634.21313,693.72614,610.46405,706.16174,622.4488,701.0864,651.5885,351.1377,338.32996,339.31146,349.563,354.8225,407.2657,446.73608,368.07343,509.27563,256.31586,540.0534,576.0288,595.0297,564.5288,571.8012,570.7781,571.6866,0.98226786,0.96696067,0.96368617,0.7688737,0.71564066,0.9748643,0.9640898,0.8792554,0.81156546,0.8944109,0.80735904,0.6275668,0.5564001,0.07484341,0.060263693,0.011379838,0.010085404
8,626.72546,639.0858,612.734,659.67584,595.9263,695.45935,567.22736,754.3213,540.4695,766.5559,635.06793,693.50616,610.24,706.3488,622.8122,701.4567,651.90094,351.0746,338.33545,339.25067,349.64227,354.75275,407.1742,446.5088,368.02576,509.16632,256.57117,540.1599,575.8998,594.9302,564.41144,571.665,570.5149,571.35803,0.98235774,0.96721566,0.9638666,0.7702678,0.7159325,0.9748311,0.9640514,0.87888324,0.81119835,0.8939966,0.80685866,0.62507737,0.55383295,0.07376963,0.05944228,0.01121071,0.009944528
9,626.85693,639.1868,612.89026,659.5952,595.9432,695.23755,567.20483,754.2234,540.71106,766.54083,635.2711,693.49927,610.371,706.6073,623.0542,701.66064,652.2218,351.24628,338.47253,339.32947,349.6289,354.6184,407.2025,446.56195,367.92334,509.36877,256.5103,540.36456,576.1573,595.19836,565.0934,572.2471,571.2463,571.9536,0.9824432,0.9672536,0.96418875,0.76941514,0.7180983,0.9747886,0.96401477,0.87833226,0.8106687,0.8935362,0.80637467,0.62299526,0.5517078,0.07293165,0.05878836,0.01105383,0.009807557
10,626.6429,639.0101,612.72644,659.3084,595.7794,695.09863,567.1743,753.91016,540.66943,766.0361,631.5957,692.8318,609.8797,704.35596,620.464,698.97766,650.62,351.34497,338.56604,339.4074,349.636,354.55518,407.4948,446.44934,368.29456,508.46674,256.88782,540.1703,575.6913,594.402,561.7771,568.81116,569.18823,570.2838,0.98240316,0.96718985,0.9641312,0.76878285,0.7186667,0.97498226,0.96380126,0.8790605,0.8089738,0.89394677,0.80462897,0.62065035,0.5479943,0.07422629,0.059358746,0.011444092,0.010082185
