frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,641.58057,657.02686,627.02454,679.90765,608.19556,701.4918,572.835,745.55646,525.9606,747.9571,624.80457,664.25916,579.6894,683.6107,592.1935,709.2864,616.9646,356.91992,344.16357,343.8979,358.7995,357.8672,440.13995,426.66675,536.2703,522.8866,438.19495,536.202,598.52765,597.7609,569.15576,565.6104,580.31116,595.5925,0.98724914,0.9717051,0.97278345,0.7669706,0.7575954,0.974989,0.9778936,0.8617288,0.88752115,0.87743527,0.8752909,0.48739576,0.4805564,0.03825724,0.040125012,0.0055146217,0.0058690608
1,642.02106,657.33624,627.4071,680.0901,608.511,702.27435,572.9103,745.6764,525.7998,748.812,624.11316,664.44977,579.364,684.31604,591.37036,709.1178,616.52155,356.68842,343.98572,343.8153,358.74567,358.05444,440.61865,426.75696,537.2115,522.7979,437.38525,535.60596,597.96155,596.9896,566.61237,562.67487,576.744,591.76135,0.98721445,0.9713995,0.97287804,0.7650433,0.76072955,0.9751035,0.9782411,0.8610867,0.8888117,0.8765583,0.8760213,0.48554054,0.4803649,0.038217604,0.040308505,0.0055695474,0.00594908
2,641.992,657.1896,627.3526,680.14294,608.6839,703.1225,573.0423,745.9127,525.8719,748.8014,624.11664,665.4763,579.9636,685.377,591.716,708.82074,617.09973,356.5569,343.73456,343.82086,358.312,358.18335,440.67664,427.25195,537.9326,523.63904,437.7964,536.01447,598.4175,597.6692,567.97845,564.47876,578.3154,593.84033,0.987133,0.9715487,0.972612,0.7684437,0.759048,0.9752507,0.9780685,0.86058855,0.88644874,0.87501144,0.8729495,0.4860245,0.47934818,0.038382888,0.04026568,0.0055933595,0.005955249
3,642.0876,657.25073,627.49255,680.12085,608.8475,703.3163,573.1921,745.6591,526.1483,749.105,624.0489,665.97705,580.17334,686.4506,591.7463,710.05176,616.50757,356.7251,344.09186,344.15088,359.0346,358.83795,440.909,427.3454,538.15784,523.52563,439.3653,535.8659,598.1928,597.3342,568.4072,564.5817,578.10504,592.82935,0.9871227,0.97152174,0.97265077,0.76794755,0.76007396,0.9751916,0.9780886,0.8604534,0.88692605,0.87371576,0.87261045,0.48811096,0.4819689,0.038308233,0.040261388,0.005585581,0.00595662
4,642.2925,657.44507,627.67474,680.1385,608.84515,703.3665,573.0167,745.7349,526.4734,749.11053,624.2093,666.393,580.4302,687.5353,592.65924,710.7135,617.5052,356.88324,344.30353,344.2674,359.34155,358.9508,441.25763,427.59308,538.7233,524.06995,440.13098,535.8083,598.57166,597.70715,569.2051,565.27826,579.15753,593.656,0.98710847,0.9714415,0.9728099,0.7661188,0.76255214,0.97519433,0.9778763,0.85970306,0.88521236,0.8722917,0.8707276,0.48719946,0.47992295,0.038381636,0.040197015,0.005616188,0.0059716105
5,642.3748,657.53156,627.7125,680.1013,608.71783,703.35223,573.0403,745.88586,526.4058,748.9529,623.64606,666.4801,580.6644,687.37585,593.4512,710.5148,618.53723,357.04962,344.57837,344.42645,359.76624,359.1623,441.69226,427.63367,538.9656,523.817,440.54803,536.08295,598.7831,597.703,569.35876,564.9231,579.24554,593.0757,0.98706394,0.97152627,0.9727522,0.7660847,0.76219296,0.9749689,0.97724307,0.8581987,0.8815317,0.8704477,0.8670557,0.479522,0.47026,0.037411213,0.038878083,0.0055060983,0.005821526
6,642.6532,657.72675,627.76825,680.32916,608.6272,703.8446,573.2194,746.60583,526.5087,750.12427,625.2038,667.16406,581.1991,688.15015,594.838,710.83765,619.48737,356.753,344.2174,344.2904,359.48627,359.4442,441.33112,428.2273,538.4722,524.81445,440.75623,535.46936,598.83765,598.19525,568.2194,564.2612,578.2371,591.7096,0.98712873,0.97143394,0.9729296,0.7644596,0.7642901,0.9751425,0.97763085,0.8583114,0.88296735,0.8705913,0.8687282,0.48064005,0.47228813,0.03766495,0.0393081,0.0055603385,0.005895138
7,642.5166,657.71625,627.604,680.5513,608.5247,703.8925,573.39954,746.26337,526.61304,749.7473,625.37103,667.36316,581.3156,688.3258,594.9532,711.06934,618.4353,356.88824,344.40662,344.4792,359.96606,359.88098,441.234,428.15167,538.63306,525.03723,441.79883,535.94147,598.37,597.68726,567.7914,563.6528,577.7007,590.6234,0.9871284,0.9718425,0.97272193,0.7677429,0.76059043,0.97500324,0.9771553,0.85775054,0.8800539,0.8690994,0.86529374,0.48010796,0.46997944,0.03792599,0.039275795,0.00565359,0.0059659183
8,642.7357,657.93427,627.80316,680.7189,608.6174,703.9009,573.8853,745.9274,527.09406,750.31824,625.95764,667.95233,582.2376,688.4141,595.6526,711.2163,619.18787,356.99426,344.53595,344.61017,360.01398,359.93042,441.07996,428.14142,538.19196,524.8009,443.60925,535.6571,598.2313,597.5571,567.6204,563.3031,578.48047,590.5415,0.98713773,0.9716314,0.97287655,0.7648579,0.7629943,0.9749757,0.9772779,0.85744095,0.8811372,0.86840856,0.866293,0.47989896,0.470747,0.03796646,0.03945157,0.0056663454,0.005990833
9,643.32697,658.3998,628.3407,680.88666,608.9723,703.9588,573.83844,745.9959,527.0626,750.6323,625.9685,668.90173,583.2211,690.0005,597.5026,711.4812,620.5778,356.93158,344.4486,344.53662,359.8034,359.76483,440.90094,428.22552,538.18146,525.14044,444.10657,535.818,597.7425,597.39703,567.50977,563.9186,578.772,591.85974,0.98705363,0.9709537,0.97320175,0.75876963,0.7698059,0.974947,0.97772706,0.8560599,0.8832456,0.86666656,0.86778337,0.48097438,0.4743204,0.03824076,0.040156513,0.0057151616,0.0060804784
