frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,608.3359,621.3784,611.6204,658.96826,634.3393,699.2142,601.0415,712.3032,567.28973,693.3602,572.55676,661.3102,598.1631,650.1387,578.54504,620.9833,618.427,313.8919,305.26398,301.1963,320.26233,309.08594,412.6646,387.61,530.6586,484.6754,584.0995,542.474,583.7814,571.88544,610.1631,602.891,595.05164,605.68243,0.90805286,0.9310939,0.6475459,0.9202984,0.2021654,0.96137893,0.90467525,0.7601237,0.46580204,0.51886904,0.28312248,0.48765105,0.3897969,0.048330814,0.034439325,0.009860635,0.008412778
1,608.11224,620.73846,610.99524,657.98315,633.37915,699.6413,601.5669,713.0761,567.62756,691.46643,571.2388,661.85254,598.69745,648.824,576.6585,620.3145,617.2697,315.89813,306.96472,303.37494,320.69305,310.77832,412.10272,388.2987,529.50385,485.98364,582.18286,549.87683,582.7671,571.0167,607.14465,599.50836,591.07245,601.55066,0.907575,0.9237122,0.6614351,0.90949345,0.22551516,0.96037674,0.92140144,0.75693715,0.54252917,0.52734387,0.3385811,0.49219874,0.42165563,0.045725882,0.036250442,0.009034514,0.008304507
2,607.4803,619.50305,610.8883,656.0233,634.4352,699.4025,601.9711,713.337,567.5458,690.30505,571.01733,662.60565,599.46515,649.75977,576.58606,622.3751,616.4878,315.88916,307.52795,303.93335,322.24127,312.4395,412.26953,388.794,528.0791,485.19812,582.6603,550.71704,581.98956,570.29254,607.18506,599.6743,591.2892,601.59485,0.8920992,0.9074545,0.6224947,0.8995796,0.2174139,0.957934,0.92270327,0.7599118,0.57221156,0.5336279,0.36193278,0.50282973,0.4407524,0.044369638,0.036370367,0.008401513,0.007912755
3,607.3411,619.7866,610.31195,656.7711,632.9266,698.57227,601.5088,712.51984,567.24207,689.80817,570.9615,661.8527,599.01465,648.8295,576.4253,622.30804,615.43695,317.24176,308.66327,305.1347,322.88513,313.06934,413.01282,389.13422,528.9915,484.3058,584.025,545.1919,582.2706,570.48535,605.7522,598.5178,591.7897,601.9679,0.89864314,0.9166363,0.63468766,0.9056651,0.21423924,0.96017283,0.91678035,0.7695699,0.5400469,0.544183,0.34333903,0.51378584,0.43526524,0.050526142,0.03890103,0.009928197,0.008920729
4,607.5489,620.05927,610.1253,657.0973,631.96906,697.985,600.9159,712.0859,566.92926,690.32043,571.0131,661.4437,598.7475,648.77515,576.9079,621.7057,615.7174,318.65625,309.84283,306.51172,323.2799,313.84778,413.37823,389.7426,529.03424,484.15417,583.07434,542.9458,582.1737,570.734,605.0017,598.7038,590.4001,601.8348,0.9037784,0.9214369,0.65072024,0.9073025,0.22140625,0.9617348,0.91603035,0.77463746,0.530378,0.55093616,0.3393162,0.52020925,0.43512493,0.053699434,0.04036811,0.0107372105,0.00945738
5,607.9872,620.3544,610.6058,656.6894,632.3687,697.3883,601.3736,711.9046,567.76166,691.37427,571.6732,661.255,599.0436,648.3441,576.94934,622.25745,614.65027,318.22675,309.73022,306.3335,323.77734,314.2204,413.2898,389.36206,528.6542,483.1808,583.2804,542.57526,581.8612,570.3065,605.7812,599.35223,591.71515,602.96014,0.89953095,0.91705966,0.64008826,0.905005,0.22116855,0.9619367,0.9161775,0.779405,0.5359665,0.5543791,0.34202152,0.5312801,0.44507888,0.054941684,0.041119426,0.0108216405,0.009494185
6,607.5155,619.5516,610.6852,656.0205,633.79,697.10925,601.3911,711.7526,566.77954,691.49445,572.44495,660.5157,598.551,649.21277,577.7126,623.15985,615.5555,317.50732,309.22742,305.87274,323.93268,314.44556,413.73962,389.52704,528.18097,481.22394,581.82056,537.5784,580.71277,569.43054,603.24384,598.23303,589.6206,603.0515,0.8923013,0.91331244,0.61405605,0.90574336,0.20510414,0.9608966,0.90864265,0.7810823,0.5150488,0.5579775,0.3306958,0.5269989,0.43268746,0.055184573,0.04009959,0.010899425,0.009362191
7,607.02924,619.1088,610.1269,655.8348,633.3032,696.7376,602.0867,710.63983,567.1976,687.8406,571.277,660.36554,598.8193,647.875,576.0858,623.103,613.526,319.052,310.52295,307.2423,324.41345,315.1184,413.42456,389.93237,527.9055,483.59998,581.7589,545.67883,582.31445,571.0178,605.8805,600.3061,590.3721,603.29944,0.8959491,0.9115409,0.6319497,0.9007161,0.22174478,0.96056896,0.9204024,0.77926654,0.56519264,0.56288546,0.3676291,0.5306144,0.45509374,0.05196011,0.04052815,0.009910047,0.00895983
8,606.65094,618.9834,609.5809,655.94806,632.3061,696.26074,601.61426,710.26276,567.4994,688.5248,571.5821,660.24304,598.70685,647.48914,575.62573,622.75073,612.86145,319.28406,310.7162,307.3994,324.50275,315.052,413.70642,390.68268,528.40796,486.0553,582.70935,549.5593,583.08264,571.936,607.2405,601.5233,591.5001,603.9248,0.89783025,0.9129808,0.6402785,0.90045506,0.22734776,0.96055233,0.9202582,0.77611375,0.56053007,0.5572105,0.36137283,0.52791107,0.45212755,0.052050114,0.040528238,0.010036737,0.00905624
9,605.83105,618.20654,608.96576,655.46045,632.07806,695.7817,600.6778,709.8123,566.7753,689.4221,572.76697,660.22107,598.60724,648.1863,576.65,621.71295,614.53455,320.1087,311.6134,308.0617,325.45667,315.3921,414.98206,390.67462,529.3816,484.03992,582.0731,540.18964,581.9951,570.53424,604.66254,598.9337,590.3865,602.64935,0.8960486,0.9165574,0.6282083,0.9063196,0.21442401,0.96127796,0.90898645,0.777985,0.50956047,0.55411476,0.32639384,0.52539253,0.4309654,0.056502134,0.041009367,0.01137206,0.009750426
