frame,kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf
0.0,600.9638001171658,361.7416655147141,0.9656527,619.8663292176263,348.45121105669625,0.95443726,598.4373730493464,344.64165340248996,0.8799207,666.4408608765102,351.49494736058205,0.8874593,610.8641657139149,341.30876375212006,0.42506862,718.9902590187008,442.7416591678332,0.96158564,571.9554559197594,404.95327764076836,0.98527694,746.550403232341,562.4199396474423,0.762043,474.65829253374534,458.2455652230373,0.9142417,701.7876467863252,597.9644361312234,0.6653712,368.412912606779,475.9106020367385,0.8307569,677.6201196414494,627.2797142142147,0.55126697,587.6528470002513,607.6631386042598,0.675264,639.1426,607.48706,0.033065528,553.3978,598.5956,0.054153472,614.92114,562.41626,0.00487718,599.9149,580.13184,0.0076324344
1.0,600.70103837432,361.88460475000466,0.9671693,619.8471537387494,348.5443695303121,0.9569839,598.0608182301596,344.63946403191613,0.88482225,666.6491884636841,351.64613591140994,0.8913243,610.1583979224329,341.21154701436296,0.42838496,719.0646272171624,442.9466641167137,0.9619,571.7222848871793,404.9696403280146,0.9853387,746.1681273051124,562.565727567235,0.75911045,474.72283277067464,458.5920667050419,0.91260815,701.1253926506132,597.8973679711137,0.66108704,368.9169455147918,476.1181470626334,0.8274491,677.7319243020763,627.0595411316347,0.55038714,587.4942165454768,607.1701208939703,0.6744469,639.0691,608.3594,0.03341168,552.9157,598.60535,0.05466193,615.11664,563.42163,0.004976541,599.4553,579.73474,0.0077920854
2.0,600.4943240646477,361.56475311721755,0.9668331,619.7404282551016,348.29415636408316,0.9564999,598.0105797862852,344.25899476682764,0.8832167,666.6947370361935,351.5535618238171,0.8909559,610.3370750173414,340.79905378766307,0.42511973,719.0515403670031,442.5629426034852,0.9616505,571.6910376733191,404.64139694546503,0.985317,746.4628882934825,561.6024649310874,0.7591975,474.435025908842,458.3475627773359,0.9130864,702.6670228455619,597.0922073248338,0.6618762,368.16215617643013,475.98745995030595,0.8283826,677.8363694266673,626.4615035876966,0.5492404,587.638460166466,606.5884158078444,0.6738045,639.35876,608.0348,0.032915503,553.34863,598.1161,0.053977907,615.63586,562.4204,0.0048773587,600.24506,578.3791,0.0076527
3.0,601.1718993991506,362.78805158552547,0.96766925,620.5409955429836,349.21265746018275,0.9573011,598.3363307152574,345.26660034024985,0.8876624,667.5223905658831,351.439640308754,0.88931954,609.8837107349832,340.86291392456985,0.43325174,718.9013235937457,441.9875935466722,0.96197885,571.9260580008985,404.66215885975845,0.9853419,747.0526529282075,560.683730696581,0.76190335,474.22454758884595,458.71020244044024,0.91370803,705.1201594911998,597.2639257787023,0.66618323,367.00597394932345,476.204330053533,0.8307011,678.2382514489584,626.7203205702174,0.55650216,588.2347767755458,607.1572883593838,0.67909664,640.4406,609.0515,0.034253627,553.5276,599.40936,0.055879265,617.2471,563.827,0.0050898492,599.34106,579.78375,0.007950157
4.0,601.3283596066209,362.54575610314816,0.9682903,620.490486951856,348.9324744739273,0.9585807,598.5319365955943,345.2409235752214,0.88805944,667.3762136535594,351.5985464299443,0.89322966,610.509052541984,341.61384790241357,0.42988065,719.2546041612751,442.37508286012024,0.9625946,572.5838154636298,405.1446992794273,0.9854744,747.1226436915198,560.8789575451734,0.764354,474.59798259922786,458.33242827094955,0.91372347,706.1491836311889,597.8247338050668,0.6677569,369.0008920478319,476.2746420867073,0.8302349,678.0888697665698,626.598073400567,0.560769,588.0856918311262,607.129012169747,0.68190145,641.14764,610.2169,0.03422132,553.8543,600.67676,0.05566284,618.9332,564.2649,0.0050311387,599.75366,580.1497,0.007852554
5.0,603.6486104560933,362.04775302948923,0.972463,623.8971785923626,348.6876007573194,0.96342206,600.3098335244189,344.24645414043647,0.9049909,669.721794056063,352.16078811941884,0.89589155,609.4406982200323,340.20643791000856,0.46057367,717.967791346567,442.3003824339578,0.9645302,572.0867292100224,404.55083797227195,0.9860769,746.44789448113,559.7634071495295,0.768697,474.79757774917067,458.8196902104244,0.9144069,706.8087345025554,597.3827429904309,0.67359775,368.5082687332779,476.27325967791825,0.83286977,679.0665000016359,626.7491193516789,0.56106347,589.447087346703,607.0571841671242,0.68015164,642.89374,611.5688,0.034496397,557.0123,600.5497,0.055584997,624.0305,567.7874,0.0050644577,602.34973,581.1031,0.007843584
6.0,610.8215504378236,366.36774390700225,0.9786204,631.3664529794262,351.6147392170387,0.9695616,604.2929590348984,348.64264732838126,0.9339707,673.9742864252557,352.68865766578233,0.891207,606.1840107635569,343.95895896518016,0.5417371,717.2636676382178,442.5878942254549,0.9672282,571.6781446492496,407.6119358207036,0.9871786,745.8471305421328,559.8929475158651,0.77149993,474.4556049276724,460.34182186514107,0.91694206,707.8909021502991,599.1361522181635,0.6814509,368.30741262030347,477.91759989777586,0.840713,677.6261219141944,627.4446339809923,0.5545161,588.2941059169694,609.3554873925189,0.673053,643.6867,608.6334,0.03548193,559.70435,599.3626,0.056661814,627.43445,568.9548,0.0053875446,604.259,583.2889,0.008202493
7.0,611.3049404862539,367.15380361723805,0.977626,631.0663835726605,351.71909685639804,0.96762085,604.6994346017714,349.57301664768704,0.93085015,673.7429534016223,350.9867950270526,0.88802487,607.4895430288184,344.2512229560107,0.5394417,717.8373135072902,442.4664342704272,0.96756744,572.4291092590604,408.34785868370204,0.98746145,746.6735496826935,560.5273147763629,0.77371264,474.4052701955926,459.5268971461469,0.91908514,709.3438419690267,599.4894848830083,0.6854182,367.9972897311489,477.53026272255016,0.84472215,676.2516830169723,628.4000717239169,0.5510329,587.840207547089,611.2246406894991,0.67099243,642.83923,605.16895,0.034974128,560.90216,598.68866,0.056292653,623.0988,563.5254,0.0053257346,607.40576,582.5837,0.008130044
8.0,612.9314442418341,367.13029121338974,0.97899497,633.1630389662782,351.4913693823038,0.9692015,605.5681289321935,349.5399018031628,0.9363479,675.6507410127496,350.9143920754365,0.88653415,606.6081599048806,344.50562346438187,0.5531025,718.0489706268166,442.4657469511521,0.9676982,572.8417529397301,408.82343580462543,0.98747087,746.6335017874198,560.4295585326781,0.7752269,474.842056477418,459.9197437213212,0.91945523,709.0168603272768,599.6733923194706,0.6908897,367.90932458864586,477.4813258095204,0.8476302,676.4498088851135,628.8203724959803,0.55091506,587.8209313096436,611.7316364265771,0.6701211,642.402,604.5648,0.035656005,559.54004,598.0947,0.057001144,624.84644,564.7212,0.0054683685,604.3602,583.2731,0.008289486
9.0,614.644235766128,367.15824110338735,0.9815868,636.236433425898,351.3564457358926,0.97328556,606.2287469661098,348.6817446397379,0.94557834,678.594116763885,351.40693866869265,0.8896115,604.0755569156623,343.2573626974289,0.57052803,718.1533236641,443.0903538101191,0.9668514,572.1628720426739,407.8799486708432,0.9869797,745.6201497212583,561.8951445347464,0.7639878,475.38433540930873,460.41054549531975,0.91362417,703.1395693860422,598.9999248679334,0.6826296,368.4256686220486,477.6055374966522,0.8411405,677.7953812380464,629.7585245624807,0.5295339,588.3270200788386,611.5129377167659,0.6502119,642.295,607.0442,0.034055084,559.72015,597.6621,0.054106593,628.6567,569.20526,0.0053444803,604.53564,583.7272,0.00806424
