frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,672.42236,672.3515,655.762,659.0431,611.7486,693.5842,554.14404,739.5987,495.89774,643.76135,587.52374,660.28687,574.2051,679.10974,592.45465,659.95715,614.6799,338.88574,325.8305,330.0155,334.74078,346.1037,413.9242,418.0263,514.4035,505.4884,532.0167,536.72565,581.3462,587.1067,548.1433,558.29474,604.32104,618.5846,0.9759147,0.82495666,0.9779652,0.2156859,0.9532151,0.9759507,0.99169743,0.8764762,0.9712521,0.87853074,0.9613137,0.604616,0.68860596,0.048374683,0.06937918,0.005944222,0.007194191
1,672.2563,672.1118,655.7913,658.8053,612.08984,693.92267,554.2492,740.2321,496.8208,643.99335,588.10504,660.2253,574.05273,678.7013,591.8411,658.8758,615.36707,339.14807,326.00745,330.29156,334.54962,346.0692,413.83905,417.8506,514.625,504.95844,532.7249,537.4877,581.2099,586.9113,547.75366,558.1383,603.6906,618.888,0.9753156,0.8231287,0.9771061,0.21977359,0.9514231,0.9761175,0.9917208,0.8776008,0.97126627,0.87886447,0.9610032,0.61034113,0.6932934,0.049810946,0.071267396,0.006146759,0.0074374676
2,672.6339,672.64966,656.1579,659.3793,612.46185,694.12244,554.66284,740.9038,496.98892,642.9454,588.12976,660.52576,574.3342,679.426,592.8967,660.58673,614.3408,338.2376,325.4361,329.35687,334.81537,345.62067,414.222,417.70233,514.79987,504.91376,532.3585,536.0763,582.3386,587.755,550.6279,560.4839,607.07697,621.4818,0.9753986,0.8235097,0.9772966,0.21813938,0.95172215,0.9755422,0.9915726,0.8756468,0.97108823,0.87775075,0.96102667,0.603567,0.6880924,0.047284484,0.06807473,0.0057325065,0.0069649816
3,673.1036,673.3734,656.652,660.0644,612.2477,694.10425,554.8775,741.3617,497.26492,643.2729,589.7843,662.30383,576.35596,680.2862,594.1175,662.88934,615.988,338.93427,326.1129,329.75732,335.15607,345.22565,414.11926,417.49677,514.4688,505.52026,531.81854,535.50903,582.57886,587.85175,551.528,560.3978,608.6825,621.281,0.9754132,0.82250893,0.9776275,0.21332294,0.9522382,0.9748025,0.9914117,0.8732868,0.9710007,0.8777149,0.96158797,0.59596556,0.6825114,0.046210587,0.066886306,0.0056060553,0.0068366528
4,673.66565,673.7291,657.2344,659.9602,612.5425,694.4958,555.12335,741.5974,497.73145,643.24146,592.0581,663.16644,577.09247,680.7527,594.59796,663.1984,616.5866,338.86584,326.09363,329.74768,335.2074,345.3365,414.2472,417.6905,514.7588,506.2605,532.17126,536.53406,583.60266,588.8109,553.51306,561.7213,611.7885,623.002,0.9745307,0.8166722,0.9769618,0.20765993,0.9517972,0.97412765,0.9910215,0.871521,0.9700354,0.87597793,0.96053267,0.5881976,0.67376727,0.0445922,0.06410712,0.0053887665,0.0065336227
5,673.8336,673.8678,657.6487,659.7625,612.9953,694.2139,555.5506,741.8079,498.13837,642.5876,592.3409,663.9337,578.5295,680.54193,595.69745,663.67865,618.82275,338.5788,325.89014,329.36,335.0766,344.77502,414.22723,417.71967,514.2512,506.30365,530.9571,535.45355,583.1991,588.3847,550.08075,558.04346,608.8274,619.6275,0.9737846,0.812328,0.9761352,0.20589504,0.9503971,0.97343457,0.99080914,0.86999166,0.9696418,0.8764655,0.9606553,0.57540935,0.66248447,0.043103993,0.06203994,0.0052636266,0.0063886642
6,673.70276,673.62476,657.30804,659.3836,612.39575,693.9316,555.29346,742.2331,498.5045,643.80444,591.0522,663.96985,578.5024,680.294,594.3302,663.80566,617.1474,338.62518,325.85437,329.49652,335.07642,345.2154,414.0498,417.98352,514.5028,506.6809,530.7042,534.9081,581.3606,586.7803,545.42554,554.14526,603.6038,615.4088,0.97466147,0.8173969,0.97680444,0.20793405,0.95119417,0.97429466,0.9910139,0.8724424,0.9696347,0.877908,0.9605719,0.58362406,0.6684284,0.04610774,0.06563434,0.0057607293,0.0069360435
7,673.6736,673.68634,657.47186,659.38226,612.5932,693.7049,555.17,742.24963,498.48972,644.5464,591.29144,663.693,578.3368,680.3452,594.41437,663.7329,617.40924,338.5829,325.89252,329.3238,335.11438,344.72266,414.11273,417.74548,513.96094,506.41614,530.7213,535.5062,581.6683,586.93195,546.68933,554.92804,605.64954,616.8953,0.9744743,0.81545544,0.9767052,0.20635077,0.9512941,0.97435915,0.9910636,0.8730582,0.9700129,0.87850815,0.9609674,0.5885125,0.67314285,0.04700169,0.06703222,0.0058482587,0.007053435
8,673.93353,673.8187,657.6752,659.35785,612.727,693.7235,555.5554,742.2155,498.7179,643.75433,591.3075,664.4017,579.1896,680.52954,594.88715,664.7749,617.5265,338.66693,325.9474,329.48938,335.17352,345.0666,413.88403,417.86652,514.29645,507.01123,530.2351,535.2678,581.9706,587.41095,547.26984,555.8135,605.6385,617.1183,0.9736165,0.8118435,0.97575235,0.20413515,0.94944197,0.9735175,0.99055153,0.87202334,0.9686731,0.8780582,0.9597831,0.5794221,0.66218317,0.04509425,0.06358141,0.005595863,0.006690562
9,673.75385,673.66284,657.60284,659.2892,612.80914,693.7669,555.9022,742.25195,498.85605,644.45636,591.3928,664.72504,579.74927,680.88196,595.4983,665.3611,618.2668,338.9098,326.22137,329.72308,335.27094,345.02942,414.02765,417.6731,514.5004,506.7268,530.57965,535.4573,582.19366,587.4366,548.7062,556.70337,607.7044,618.5553,0.9733967,0.81035244,0.975605,0.20376113,0.94927883,0.9733962,0.99061114,0.87177205,0.9692104,0.87799346,0.9603535,0.58094895,0.6651193,0.04509294,0.06406808,0.0055568814,0.006685853
