frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,588.8516,604.09686,588.34393,643.42346,599.36707,694.5239,561.7696,747.04895,521.499,653.06134,605.7559,665.6695,581.6457,642.6963,557.1575,675.8865,620.7421,336.71228,328.02325,323.35114,343.44165,333.16632,417.95074,409.04675,514.55774,501.9168,536.9232,535.9702,582.0073,576.1277,564.447,558.7431,575.6087,578.87244,0.9674808,0.962183,0.8260633,0.9223168,0.26615232,0.9755596,0.98134065,0.9058958,0.91517097,0.9027964,0.89104736,0.668297,0.680985,0.058897734,0.065318316,0.006864816,0.00828293
1,588.77106,603.9935,588.4371,643.31036,599.69745,694.4935,561.54474,747.24347,521.61725,652.4874,605.7623,665.4723,581.2976,642.6794,557.08307,675.46094,620.7518,336.89246,328.34534,323.44574,343.88202,333.1438,418.34528,409.00732,514.80383,501.79425,536.90076,535.85333,583.003,576.9662,565.92523,560.17084,576.06384,579.6477,0.9666002,0.96110165,0.8216427,0.9210988,0.26307273,0.97527415,0.9810889,0.9059536,0.91502845,0.9028634,0.8909459,0.66728604,0.67975,0.05758226,0.06386143,0.0066474974,0.008019835
2,588.7188,603.93445,588.41,643.25995,599.68835,694.5034,561.6018,747.05145,521.66345,651.161,605.25885,666.04956,581.9424,642.62146,557.2776,675.4647,621.5137,337.64728,329.10352,324.05194,344.40497,333.38507,418.67737,408.9176,515.2416,501.53503,536.9678,535.31067,583.3389,577.0807,566.36,560.2842,575.85834,579.2737,0.9661942,0.9605031,0.8203984,0.91991794,0.2632239,0.9749116,0.98104537,0.9051523,0.91570103,0.9025947,0.89208305,0.6634813,0.67763394,0.05617231,0.06270933,0.0064602494,0.0078315735
3,588.33496,603.74133,588.1267,643.1291,599.42053,694.25354,561.6883,746.6321,521.9377,651.134,605.7218,665.8036,581.7373,641.2122,554.2125,676.43915,618.81934,336.70996,328.19006,323.16138,344.24255,333.1562,419.3642,409.43134,516.42224,502.07617,537.16205,534.9245,581.756,575.267,561.8834,555.4249,573.5571,576.4424,0.968745,0.9641653,0.8290725,0.9259521,0.26340234,0.97596955,0.9816747,0.9062784,0.915023,0.9037454,0.8913034,0.66979915,0.6829185,0.061204344,0.06769875,0.007247567,0.00874275
4,588.4395,603.63434,588.23676,643.2321,599.9251,694.6395,561.9321,746.33826,521.9592,650.5377,606.3235,665.4659,581.4017,641.8239,554.88,675.70215,619.67645,336.71252,327.99463,323.26276,343.69318,333.2904,419.122,409.74268,516.0902,502.03546,537.3508,535.3497,581.8517,575.76227,562.68634,557.2345,574.21014,578.43713,0.9682194,0.9636221,0.82641447,0.9255047,0.26183873,0.97581476,0.98141587,0.9057121,0.91373014,0.9029895,0.8897558,0.6691417,0.68136394,0.060875386,0.06718817,0.0071899295,0.008653194
5,588.654,604.1721,588.3627,643.7955,599.60095,694.17676,561.9565,746.1631,521.9319,650.9341,605.6754,665.3558,581.57294,641.2938,554.69696,676.03876,618.48535,336.6316,327.95142,323.09283,343.9005,333.09515,419.13055,409.63495,515.80585,501.91382,537.2467,535.1334,581.3168,575.1616,561.80853,556.2056,573.8765,577.87354,0.9697757,0.9657395,0.8335253,0.92816484,0.2648052,0.9763602,0.9815954,0.90644157,0.91265297,0.9034029,0.88851583,0.672939,0.6835823,0.06333789,0.06932205,0.0075809956,0.009071618
6,588.7517,604.3908,588.3367,644.0217,599.2771,694.2445,561.8389,746.2096,521.6853,651.5233,606.1952,666.09094,582.0268,641.973,555.1629,677.26166,618.50665,336.7049,328.03107,323.11536,344.0135,333.07037,419.28967,409.68073,515.76685,501.95782,537.5069,535.51044,583.4233,577.2241,565.88446,559.9473,576.9521,580.3235,0.9704387,0.9659498,0.8386202,0.9271084,0.27142406,0.9762168,0.98210514,0.906005,0.91630083,0.9036139,0.8926102,0.671116,0.68553114,0.059922963,0.066755265,0.0069859624,0.008468628
7,588.70575,604.1837,588.3761,643.9727,599.72906,694.56726,562.014,746.1983,521.8116,651.5637,606.07794,666.04675,581.87494,642.76044,555.5658,677.1827,618.7428,336.59216,327.8709,323.13342,343.76892,333.222,418.99005,409.70886,515.73987,502.03772,537.4633,535.4998,582.8785,576.922,566.1266,560.8488,576.68665,581.0128,0.9697884,0.9653311,0.8347185,0.92691225,0.26786745,0.97610086,0.98190975,0.9058977,0.9154264,0.9029685,0.8912151,0.67268133,0.686293,0.060127676,0.066827565,0.0069933236,0.008463383
8,589.01984,605.29755,588.5781,644.94037,598.7309,693.7205,561.69836,745.9961,521.80444,652.2812,605.3574,667.15546,583.12756,642.79535,555.4251,679.5333,617.5885,337.1975,328.67035,323.24652,345.04004,332.786,419.68774,409.66858,515.7207,502.8161,537.3939,535.12366,583.5803,577.07043,566.13434,558.97797,577.7876,579.1932,0.97312933,0.9695295,0.8520817,0.9314038,0.27996403,0.976865,0.982372,0.9057163,0.91442406,0.90276253,0.89026153,0.66829026,0.6816045,0.060094684,0.06648341,0.007093489,0.008569896
9,588.7271,604.94354,588.27936,644.55554,598.47424,693.49365,561.9874,745.6401,521.68994,651.9615,604.9707,666.70557,582.9184,641.7223,554.33093,679.54,616.2235,337.25995,328.79272,323.38574,345.1997,333.01935,419.62512,409.3092,515.9348,502.44073,537.0798,534.72266,583.03955,576.2124,565.0821,557.13,576.74207,576.95056,0.9729103,0.9693311,0.850455,0.9312277,0.2767646,0.9766413,0.9822756,0.905648,0.914912,0.9031193,0.8910706,0.6679782,0.682003,0.060351253,0.066871345,0.0071540177,0.008657694
