frame,kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf
0.0,672.4416934410287,338.87767110690515,0.9759147,672.3758128197856,325.8448609313797,0.82495666,655.882725139171,329.99441080799045,0.9779652,659.0685818343657,334.7125413371248,0.2156859,611.992300513205,345.97592169078183,0.9532151,693.8027848376518,413.95167522510224,0.9759507,554.2954282603426,417.89625994515967,0.99169743,740.0893236069487,514.5382479125703,0.8764762,496.43198840115144,505.24313970337744,0.9712521,643.6904546218041,532.2860286185135,0.87853074,587.9425252126259,536.8206209212008,0.9613137,660.4189091199187,581.5217691702063,0.604616,574.298633256561,587.1865186158814,0.68860596,679.0912215252627,548.574601129068,0.048374683,592.4159078374878,558.6830619323314,0.06937918,659.8604006762569,604.777884711171,0.005944222,614.930415840324,619.2599800600104,0.007194191
1.0,672.5510753285507,338.824007136034,0.9753156,672.5203275460728,325.83808693219,0.8231287,656.0256034383829,329.9098535215817,0.9771061,659.197106586091,334.76511193904093,0.21977359,612.1029028250264,345.8510187274661,0.9514231,693.9005642193708,413.99980430670996,0.9761175,554.41847114133,417.82883006387567,0.9917208,740.3642506841329,514.5767422946257,0.8776008,496.6541380384431,505.2405077581931,0.97126627,643.5699619320492,532.280127166991,0.87886447,588.2866097863247,536.6597006268772,0.9610032,660.6792820960275,581.7555214899846,0.61034113,574.5667824912723,587.343772137194,0.6932934,679.2575017084596,549.1527832646448,0.049810946,592.6544901476733,559.0796335078287,0.071267396,660.242637800862,605.5229766307335,0.006146759,615.0600335303076,619.776737752818,0.0074374676
2.0,672.7852438672194,338.76535747816513,0.9753986,672.8123432325351,325.8555675618022,0.8235097,656.3063645122202,329.78795383036675,0.9772966,659.4271422272852,334.87309324937905,0.21813938,612.2581870484253,345.6400778619915,0.95172215,694.0384777184632,414.07385716086435,0.9755422,554.6296394306036,417.7398475315349,0.9915726,740.7835093954227,514.6057523492933,0.8756468,496.9878297264406,505.34878923691105,0.97108823,643.3926411839079,532.1892404674331,0.87775075,588.9955861679161,536.3792212034111,0.96102667,661.2447698028263,582.1576410535409,0.603567,575.1729201135768,587.6251384348702,0.6880924,679.5963324302741,550.0765140148642,0.047284484,593.1591836379795,559.623206310008,0.06807473,661.0333638778612,606.8217767335802,0.0057325065,615.3990348644356,620.4940827812488,0.0069649816
3.0,673.1066405294184,338.7398082892295,0.9754132,673.1771334765652,325.90515328391916,0.82250893,656.676929145874,329.6837637314419,0.9776275,659.6492640928288,334.99753162746947,0.21332294,612.4071696137802,345.4111531318698,0.9522382,694.1511214063645,414.13797265963626,0.9748025,554.8743858570521,417.68813713376517,0.9914117,741.2006690348228,514.5888887971055,0.8732868,497.3479201966223,505.6211718941278,0.9710007,643.2517130340639,531.9729969541573,0.8777149,589.9704929057455,536.0916374878377,0.96158797,662.0424855720823,582.557271705842,0.59596556,576.0672799585178,587.9113585307143,0.6825114,680.0050637455972,550.7755750145608,0.046210587,593.819570895483,559.8278694967216,0.066886306,662.021636508328,608.0676109257818,0.0056060553,616.0032509343898,620.8786393763253,0.0068366528
4.0,673.413901474165,338.7229093612631,0.9745307,673.4823162540924,325.9426984136368,0.8166722,657.0366042982384,329.60161691116673,0.9769618,659.7379416782858,335.0800981040014,0.20765993,612.5317432480945,345.21970374936507,0.9517972,694.1862049119844,414.16599982070034,0.97412765,555.0961110581461,417.7007586414443,0.9910215,741.5480950761221,514.5250024536989,0.871521,497.70953004461853,505.96889019059347,0.9700354,643.2219417504155,531.6476188574131,0.87597793,590.8787308107887,535.8460501421587,0.96053267,662.8444135905395,582.7258477984184,0.5881976,577.0233901340748,588.015268164502,0.67376727,680.3089065343397,550.6069072514349,0.0445922,594.3931592241277,559.2385257512404,0.06410712,662.8652800013751,608.4574350725061,0.0053887665,616.7293511125157,620.4642806469191,0.0065336227
5.0,673.6200437274581,338.6866162205974,0.9737846,673.6506991052686,325.9392002601233,0.812328,657.2918248673789,329.5260591937857,0.9761352,659.673968648163,335.1082148687119,0.20589504,612.6081758222542,345.0862903768559,0.9503971,694.1188809872144,414.15175406540993,0.97343457,555.2500013187051,417.7537328437377,0.99080914,741.8246564048101,514.4311769128377,0.86999166,498.0466818693435,506.2688152096832,0.9696418,643.3585828629122,531.2663053759736,0.8764655,591.3767340387094,535.6118787355048,0.9606553,663.4430926560083,582.5563257989388,0.57540935,577.8044015334592,587.8372164241679,0.66248447,680.432410623526,549.4931079376597,0.043103993,594.6950446611802,557.9087376944003,0.06203994,663.4240244385176,607.7503506219387,0.0052636266,617.2825060317573,619.2894794198659,0.0063886642
6.0,673.7263431305498,338.65126399250016,0.97466147,673.7101800046319,325.92362183537006,0.8173969,657.438825443418,329.47217004417433,0.97680444,659.5378999834261,335.1151188647906,0.20793405,612.6424188658043,345.00897332157376,0.95119417,693.9864497455658,414.1065848302445,0.97429466,555.3427495577819,417.7985569589307,0.9910139,742.0316446030282,514.3375907081962,0.8724424,498.32646541327534,506.47435498175923,0.9696347,643.643184165793,530.9224180988583,0.877908,591.4545178079237,535.4258596895052,0.9605719,663.8127981945386,582.211168489498,0.58362406,578.3433872327735,587.5141835987091,0.6684284,680.4606406132964,548.1702149533554,0.04610774,594.7660581774719,556.5339143778159,0.06563434,663.8008829889736,606.6593825191296,0.0057607293,617.5332937415807,618.0384090755546,0.0069360435
7.0,673.8104914061496,338.6345934841826,0.9744743,673.7394445124112,325.92646684833454,0.81545544,657.566044730233,329.45726485471414,0.9767052,659.4028111716837,335.12436857188345,0.20635077,612.7109302628749,344.977561332974,0.9512941,693.8752103151478,414.05208922972724,0.97435915,555.4533361701086,417.807027162731,0.9910636,742.1602376324146,514.2810091345157,0.8730582,498.5550363328134,506.5950200107395,0.9700129,643.9548661205392,530.6918903068434,0.87850815,591.3583281216263,535.347683276251,0.9609674,664.0939110343253,581.9570244293608,0.5885125,578.7716840673959,587.2802570754907,0.67314285,680.5445108836288,547.4585633856979,0.04700169,594.8420111574887,555.8022176901299,0.06703222,664.1488117699954,606.102757544686,0.0058482587,617.6669299867531,617.4144512559378,0.007053435
8.0,673.963600212455,338.60319327546347,0.9736165,673.8026767156061,325.92581800508674,0.8118435,657.7767659768879,329.4616737329436,0.97575235,659.280180263494,335.1182411712887,0.20413515,612.9036665959396,344.9809616978529,0.94944197,693.8624604310992,414.0056058414266,0.9735175,555.6643223593144,417.78982353835556,0.99055153,742.2292164802166,514.2674402184653,0.87202334,498.78217029786447,506.620748010524,0.9686731,644.2361126970262,530.5967714458228,0.8780582,591.2358601143649,535.3440119590722,0.9597831,664.447297100086,581.8494429160495,0.5794221,579.267167604293,587.1806921184268,0.66218317,680.8067168773441,547.4374743426603,0.04509425,595.1238163063526,555.7272592719452,0.06358141,664.5114435035498,606.2529538645075,0.005595863,617.9384703066007,617.4634134278106,0.006690562
9.0,674.2438129434204,338.50312124003904,0.9733967,673.9415996488501,325.8663781740215,0.81035244,658.1159805447621,329.442437568012,0.975605,659.1836941727745,335.0568397936215,0.20376113,613.2429883961993,345.01315114573333,0.94927883,693.9877195376714,413.9636597313105,0.9733962,555.9906154580647,417.7829318156778,0.99061114,742.2922029345118,514.2506264753355,0.87177205,499.0403444096552,506.526838843511,0.9692104,644.5668620706722,530.616876015293,0.87799346,591.0401157731465,535.3361269264999,0.9603535,664.9449169421262,581.7322308672991,0.58094895,579.8982250752483,587.0838605869146,0.6651193,681.3086099088164,547.6048603125581,0.04509294,595.635876275801,555.8727471257116,0.06406808,664.8513404918303,606.5875346089806,0.0055568814,618.3995763804562,617.7354200017637,0.006685853
