frame,kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf
0.0,672.42236,338.88574,0.9759147,672.3515,325.8305,0.82495666,655.762,330.0155,0.9779652,659.0431,334.74078,0.2156859,611.7486,346.1037,0.9532151,693.5842,413.9242,0.9759507,554.14404,418.0263,0.99169743,739.5987,514.4035,0.8764762,495.89774,505.4884,0.9712521,643.76135,532.0167,0.87853074,587.52374,536.72565,0.9613137,660.28687,581.3462,0.604616,574.2051,587.1067,0.68860596,679.10974,548.1433,0.048374683,592.45465,558.29474,0.06937918,659.95715,604.32104,0.005944222,614.6799,618.5846,0.007194191
1.0,672.2624061613543,339.1384239123926,0.9753376293946007,672.1206139640891,326.0009434044824,0.8231959155769559,655.7902226151531,330.28140904911794,0.9771376898062117,658.8140440995427,334.55664910878295,0.21962328231177564,612.0772923274686,346.07046859307917,0.9514889932984884,693.9102241826232,413.8421810348026,0.9761113666282434,554.2453331812114,417.85706063200024,0.9917199406660794,740.2088093664829,514.6168552647237,0.8775594475427009,496.786858332532,504.97792706052843,0.9712657489575672,643.9848191711778,532.6988589096042,0.8788521984762809,588.0836651258866,537.4596788012763,0.9610146173377123,660.227563979011,581.2149118619329,0.6101306123102819,574.0583327689122,586.9184850170338,0.6931210390161459,678.7163186712246,547.7679873799235,0.0497581334405319,591.8636607328614,558.1440524261247,0.0711979647608825,658.9155621195985,603.713781791908,0.0061393115496674415,615.3418021998202,618.8768437350662,0.007428522121417945
2.0,672.6061313447361,338.30455584628754,0.9753924961907127,672.6101058450205,325.47811700525705,0.8234816813091749,656.1309402833164,329.4256069819615,0.9772825906545874,659.337088114085,334.7958267792998,0.21825955959247592,612.4344924326145,345.6536548383092,0.9517001579015978,694.1077489399839,414.19383790642655,0.9755845074877473,554.6324209677877,417.7132337566631,0.9915834986088722,740.8544032686949,514.7870100827702,0.8757904969078012,496.9765564768989,504.91704576143326,0.9711013230386207,643.0224661077432,532.3854450087096,0.8778326528250545,588.1279420943906,536.1800941738335,0.9610249440192292,660.5036642103797,582.255595547679,0.6040651686458771,574.3135007325287,587.6929544108946,0.6884748808687178,679.3727056555356,550.4165287613721,0.04747027968939481,592.8190713122441,560.3114048787417,0.06830951824556925,660.4609084286261,606.8279367872717,0.005762970575383291,614.4162717633415,621.2910522827764,0.006999728159457214
3.0,673.0517895468709,338.85742352697144,0.9754115895409502,673.2935675594044,326.03824529555493,0.8226193203495383,656.5974980947602,329.71314819681584,0.9775909999383852,659.9888297606157,335.11848894532443,0.2138542194099843,612.2713219044872,345.2692228447841,0.9521812768909148,694.1062564554874,414.1305927782723,0.9748840929150089,554.8538218397515,417.51944438097775,0.9914294481411721,741.3111911507604,514.5053188135352,0.8735471207779113,497.2344757056341,505.4533597661851,0.9710103550329198,643.2367749767941,531.8781005115428,0.8777188544491051,589.6017952797097,535.5716029524092,0.9615260555709145,662.1076992518725,582.5523580211436,0.5968040399890026,576.1329489254449,587.8410779511598,0.6831270145175944,680.1913152825597,551.4287140965263,0.046329043653574827,593.982839150138,560.4072972961771,0.0670173956017663,662.6353496498193,608.5054013480678,0.005620003552013481,615.8063049214511,621.3031493272052,0.0068508081614595
4.0,673.5829917302807,338.87590370500294,0.9746604854693128,673.6767887349183,326.0964639558002,0.817530582710824,657.148748943538,329.74909771322854,0.9770597016282397,659.9755242446486,335.19985111825514,0.20849276445957304,612.4991450352936,345.3201977685288,0.9518620559682345,694.4382164300176,414.2283844159276,0.9742268972792814,555.0871939007019,417.66200896434,0.9910788850313041,741.5627366174311,514.716150950594,0.8717806885911757,497.6628394447609,506.15163609540605,0.9701773625082466,643.2460837452184,532.1193869906674,0.876233378687402,591.72370203952,536.3833132582325,0.9606878684201312,663.0395796672136,583.4520941490284,0.5893400003787005,576.9841546504209,588.6698419457321,0.6750532314909715,680.6840938567316,553.2211257861596,0.044830209196968576,594.5273008197324,561.5266585624527,0.06451584290007663,663.1529478785883,611.331713974294,0.005420722226781213,616.4985664793987,622.748899951629,0.006578188030021996
5.0,673.8027276099839,338.63156338690226,0.9739217473068833,673.8423043138122,325.92754531494126,0.8131265462143982,657.5725438155183,329.4312629244505,0.9762871447310947,659.7988410033117,335.1006435166068,0.20621946019896162,612.9120667865477,344.8782306552323,0.9506544648899173,694.2657185575799,414.23090086411804,0.9735619712269866,555.4720633603191,417.7143080016864,0.9908481757888885,741.7692061143292,514.3445064910521,0.8702727816489867,498.06357039925354,506.2957182129848,0.9697141511325416,642.7077918483832,531.180285597273,0.876375875402202,592.2889160053792,535.6521681967034,0.9606327582840865,663.7926630844669,583.2732819691273,0.5777600724865976,578.2653466768389,588.4630436297998,0.6645584622719514,680.580673516783,550.7116735663967,0.043377553624761936,595.4953429199235,558.7195166293361,0.06241992682461202,663.590370956801,609.3717062463639,0.005286629683056756,618.4117032900589,620.2477969938047,0.006415310316988129
6.0,673.7316185150535,338.6149502695798,0.9744680645727994,673.6783657283598,325.8622595527626,0.8162788861895871,657.3831771273166,329.4664086848433,0.9766568301512201,659.4671714716734,335.0764597014117,0.20748431902492256,612.5279887855419,345.11826829058975,0.9510183655319959,693.993865047383,414.08893456378735,0.9741049556266255,555.3501756722779,417.92532434731845,0.990968737438533,742.1393164429783,514.4473062489495,0.8719018564568779,498.4237451229248,506.59769245793404,0.969636266000129,643.5360496342278,530.7599804834684,0.8775898372977331,591.336440051585,535.0284063056856,0.9605902949874309,663.961876633146,581.7661058080538,0.5818121956451031,578.508377268098,587.1341719164762,0.6671173865990397,680.3486842833781,546.4523089381073,0.04544522335359027,594.6317653065333,555.0050602398452,0.06484154692060445,663.7776462427626,604.7559349681534,0.005651086639108379,617.5169208895963,616.3392908090491,0.006815311661349772
7.0,673.6811027899814,338.59377853087847,0.9745224583402207,673.6704956307593,325.88270410707156,0.8159549724635613,657.4297095523057,329.36824039388205,0.9767307341864803,659.3826047784148,335.1046129935632,0.20675814370788337,612.5423966432838,344.84944068365826,0.9512683882783659,693.7632293034568,414.09653827937126,0.974342556895545,555.2017659276787,417.8067270551163,0.991050812322974,742.2453768752266,514.1003591282362,0.8728997563075928,498.4935228544556,506.48426203962606,0.9699155901518862,644.3554956771378,530.7169002157516,0.8783537330107207,591.2298841880943,535.3523104702358,0.960865638908173,663.7642327642789,581.5891296132613,0.5872547174671787,578.3794084369318,586.8929308607445,0.6719298346286628,680.3320263769872,546.3641602143109,0.04677167905679202,594.3927132841995,554.7266328003531,0.06667254921607296,663.7516209533283,605.1231765714433,0.005825737619567729,617.3418692685613,616.5128275271786,0.00702323048113474
8.0,673.8571056524374,338.6422235870208,0.9738687094615442,673.7797836508161,325.93126423962514,0.8129054788325135,657.6154141852292,329.4406963410556,0.9760325059634326,659.3650270027468,335.1561317188672,0.20478658428210145,612.6876602635176,344.9654751198373,0.9499865313313243,693.7180312473947,413.9512721355271,0.9737649610553843,555.442085093869,417.8309319454123,0.9907020882874481,742.2255348670116,514.1978036996471,0.8723276084581181,498.6508107543306,506.83626225871956,0.9690670265989472,643.987213595483,530.3780520170236,0.8781904938298226,591.3027780555462,535.3378941194126,0.9601313066510921,664.1933287649844,581.881718069218,0.5820948499291464,578.9388606332421,587.2701149194687,0.6654055236855877,680.4753405454172,547.0991590551166,0.04565507351985071,594.748143717383,555.5531579740978,0.06459601355792896,664.468532246527,605.6417459692882,0.005670072120532852,617.4920233370708,617.0527337725293,0.006797253541080603
9.0,673.8132749451306,338.8294764446579,0.9734693936940099,673.7143870388917,326.13076084919066,0.8108455731182458,657.6267713726049,329.64578920705134,0.9756537325560163,659.3119043771328,335.23872062024367,0.20388482834137212,612.7819741218108,345.04171641284483,0.94933278472812,693.7525464680617,413.9801510539868,0.9734363171295879,555.7875040351108,417.7370691278225,0.9905914253908101,742.2398950175311,514.4329483216865,0.8718551582728288,498.81036012817344,506.8208685504424,0.969032700628792,644.2241800454697,530.4656981698312,0.8780148712363521,591.364589025937,535.3946273202235,0.96016485358024,664.6181028797945,582.119888137462,0.5804439801788033,579.5641722760395,587.4281168641885,0.6641482438771914,680.7654053519428,548.2311576236211,0.045093373251770485,595.296176473639,556.4090663717534,0.06390712531363146,665.1672281008707,607.0211520361461,0.005569773649783516,618.0219631406936,618.080045958634,0.0066874103912879556
