frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,636.99457,652.8984,626.8114,679.08545,607.0311,705.6374,564.16754,742.5083,512.17554,682.70514,571.7813,676.66064,586.8017,685.49536,590.5735,655.11633,615.7984,369.80872,354.84998,351.35492,337.42657,328.7069,380.87897,372.4074,481.12427,468.81708,512.8019,491.38568,549.94165,547.1531,581.4903,577.5028,600.0925,604.5531,0.9807788,0.9574005,0.95733356,0.75018144,0.72181165,0.97687,0.98821044,0.88040644,0.94355285,0.8599807,0.91716284,0.72211766,0.7647158,0.076111734,0.10080677,0.009130985,0.011912227
1,637.34576,653.1947,627.1911,679.32764,607.4967,705.93414,564.9461,742.4758,512.6806,683.6656,571.89154,677.87134,588.219,685.75305,590.9414,655.86945,615.9313,369.65125,354.76764,351.25397,337.4552,328.7204,380.70044,372.1364,481.00867,468.57587,512.7395,491.4607,549.78125,546.9402,580.5821,576.42957,599.32635,603.43005,0.9806222,0.9570347,0.95674837,0.7482604,0.7192088,0.9767183,0.98811185,0.8805243,0.94344103,0.85994554,0.9170324,0.72195816,0.76452374,0.07654607,0.10117382,0.009227306,0.012024373
2,637.6082,653.3749,627.5865,679.52826,608.17865,706.3886,565.56866,742.7549,513.399,684.1888,572.70013,677.7989,588.2591,685.66833,591.9523,655.04987,616.5181,369.37506,354.67194,351.08838,337.46594,328.58777,380.48157,371.39655,481.62756,468.37225,512.7971,491.21082,549.96313,546.8486,581.37384,576.6948,599.5267,603.10913,0.9801214,0.9558433,0.9555239,0.7454953,0.7160992,0.97644025,0.9879768,0.8796164,0.9432764,0.85817564,0.9163406,0.71784383,0.76116407,0.07386169,0.09800783,0.008829713,0.011535913
3,638.27057,653.9303,628.10864,679.55597,608.1045,706.214,565.16797,742.6581,513.7343,682.79456,573.1895,677.52734,587.94867,685.9326,592.63245,654.3618,617.4929,369.03015,354.2353,350.8589,336.92273,328.44177,380.2445,371.63977,481.37878,468.25775,513.147,491.46008,550.10223,547.3435,581.5789,577.81866,600.5742,605.58026,0.9802544,0.9552045,0.9567706,0.7402234,0.725694,0.9765719,0.9883145,0.879017,0.94465214,0.8575732,0.9178188,0.7194718,0.76434207,0.07441953,0.099600375,0.008887231,0.011664718
4,638.9397,654.42395,628.662,679.75397,608.4226,706.41327,565.7,742.7727,514.03687,682.58655,572.39685,677.7868,588.49255,685.5282,593.56506,653.24084,617.6985,369.1565,354.36975,351.16638,337.068,328.98853,380.1781,371.84296,481.4489,468.30554,513.3145,491.6582,550.208,547.5797,581.78284,578.3587,599.819,605.18005,0.9799148,0.95438707,0.9560414,0.736993,0.72394705,0.9764345,0.9881258,0.87891495,0.94372433,0.8567047,0.9164697,0.7196279,0.7634755,0.074753314,0.09943819,0.008969337,0.011711657
5,639.7566,655.1228,629.39307,679.76324,608.492,706.15173,565.5689,742.6941,513.9019,682.86035,572.52203,677.89624,588.72687,686.6118,594.4407,653.9632,618.39594,369.51447,354.67816,351.53674,337.23413,329.2378,380.1184,372.02637,481.41376,468.67627,513.40906,491.58173,548.86426,546.3863,578.7003,575.2657,597.4624,602.61383,0.9798895,0.9529593,0.95713556,0.72732115,0.73423046,0.9763781,0.9885615,0.8781642,0.9463721,0.8568506,0.9200659,0.7198535,0.76700413,0.07584554,0.10254136,0.0092000365,0.012144327
6,639.297,654.7878,629.14606,679.9595,608.98486,706.7516,565.89795,742.9733,513.9367,683.59424,573.13104,678.22473,588.7414,686.5257,593.4353,654.20624,617.7347,369.40894,354.66083,351.31696,337.38776,328.98242,380.02148,371.3329,481.79517,468.40173,513.5104,491.56165,548.15295,545.31836,576.0742,572.0101,594.7573,599.2491,0.9800154,0.9537962,0.95662856,0.7337767,0.72930616,0.9765853,0.98871803,0.8790105,0.9470392,0.85773253,0.9207102,0.7193643,0.767295,0.07587138,0.10290375,0.00925228,0.012264907
7,640.4441,656.6713,630.5217,680.39325,609.7342,701.97266,569.1176,745.814,515.7644,681.15326,573.28046,670.0532,587.80054,676.4248,593.7469,674.2174,635.80054,368.55835,354.96997,351.26227,339.08478,329.50897,380.73553,372.18048,475.125,461.8294,512.9345,490.01202,544.3678,540.7565,574.0211,568.27954,581.42126,584.2742,0.9802591,0.9495195,0.96285254,0.74223244,0.77554137,0.9773146,0.99220204,0.8926474,0.9715527,0.89018965,0.9567738,0.7399969,0.81341434,0.06582257,0.103949845,0.007260829,0.0106287
8,641.4768,657.62585,631.25616,681.1421,609.8691,702.60864,569.26465,745.7693,515.8351,681.51666,573.3466,670.77844,588.1565,677.15106,592.82196,674.2943,634.8142,368.89594,355.08508,351.6151,338.99365,329.9516,381.06543,372.84174,475.38464,462.1181,512.6215,490.62067,543.4121,540.0271,571.4999,566.2551,578.5346,582.0882,0.98063636,0.950306,0.9638274,0.7417449,0.78010666,0.97771835,0.9922584,0.8934405,0.9712788,0.890643,0.9563928,0.74418783,0.81566536,0.06926614,0.10819328,0.0078049004,0.01133135
9,642.3759,658.28467,632.0204,681.462,610.4799,702.9734,570.03937,746.0132,516.10925,682.6435,572.33923,671.6012,589.3154,677.46716,594.7511,674.4481,636.1539,369.13257,355.29065,352.06738,339.10187,330.6328,380.81464,372.9087,475.39648,461.8977,512.4425,490.51953,543.5994,540.48267,575.4761,570.89453,581.42706,585.8557,0.9805709,0.949244,0.9639574,0.7356417,0.7833561,0.9778826,0.9924519,0.8945943,0.9722452,0.89128023,0.9574894,0.7515191,0.82243717,0.069677085,0.10949901,0.0076520443,0.011154652
10,643.33057,659.02826,632.7983,681.67285,610.8061,703.07263,570.41516,745.7871,516.2691,682.7573,572.2119,671.6253,589.45087,677.26697,594.525,674.1494,635.3197,369.59174,355.71674,352.74567,339.45776,331.54614,380.66815,373.00146,475.59772,461.73346,512.42944,490.53912,542.4611,539.4995,573.17847,569.0462,579.46765,584.49133,0.9806551,0.94820356,0.9648643,0.72732955,0.79116046,0.9778152,0.99264205,0.8943726,0.97328496,0.8914511,0.9588491,0.74968964,0.8229737,0.06889719,0.109434724,0.0075736344,0.011102855
11,643.54517,659.22235,632.9236,681.81177,610.77466,703.14496,570.6228,745.7925,516.3153,682.7321,572.5775,672.26825,590.15955,677.2762,594.66797,674.57025,635.43567,369.6211,355.71112,352.81458,339.39172,331.6554,380.63348,373.11646,475.46283,461.60352,512.2666,490.3667,543.1926,540.3333,573.4381,569.5403,580.1369,585.38763,0.9807075,0.9480313,0.96513283,0.7247032,0.79269755,0.977605,0.9926381,0.89380705,0.9734728,0.89150363,0.9592667,0.7466644,0.8213159,0.06739986,0.10753098,0.0073767006,0.0108392835
