frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,676.30927,675.6377,659.6277,657.85034,616.6799,689.5337,572.34,716.8101,556.0653,728.5512,592.47546,681.116,607.7036,681.55566,620.5143,598.6797,631.6888,313.8371,300.30237,304.4967,308.61633,320.51636,392.84302,413.12756,503.45117,537.7698,579.80286,582.9873,579.8558,591.6295,598.0282,609.39136,633.2113,632.2864,0.94105756,0.7381791,0.9438051,0.20494294,0.91744184,0.9517492,0.9652235,0.6496106,0.7684351,0.42538685,0.57635754,0.3493899,0.3596304,0.026270121,0.027976424,0.00548023,0.005442649
1,676.36255,675.61957,659.69727,657.6844,616.74414,689.4756,572.26324,716.64105,556.1016,728.1521,593.0446,681.01495,607.5824,681.735,620.8493,598.5735,631.80066,313.63452,300.13873,304.31775,308.62128,320.5122,393.03284,413.28918,503.96118,538.23456,580.10156,582.9794,580.08093,591.8478,598.3412,609.59705,633.75354,632.59644,0.94009876,0.7348943,0.94295,0.20336628,0.9168321,0.9511862,0.96475875,0.6465747,0.76589423,0.42170298,0.57282627,0.3472888,0.3574044,0.026192933,0.027889729,0.005487323,0.0054492056
2,676.45074,676.09766,659.8667,658.54834,616.76605,689.53534,572.90936,717.0166,557.0313,728.4285,591.1211,681.55255,608.5514,682.0939,621.2338,600.0635,632.3419,313.39636,299.97754,303.83936,308.34192,319.4292,392.85864,412.69678,502.9317,537.47064,579.7259,583.01086,579.8562,591.30176,600.03674,610.6283,635.50964,633.70886,0.94105846,0.7403673,0.9438623,0.20581844,0.9165257,0.95076144,0.96420664,0.64407337,0.7620776,0.42020965,0.56919944,0.34957716,0.35916767,0.026868314,0.0285469,0.00565207,0.0056088567
3,676.7862,676.5003,660.24084,658.87103,617.0029,689.506,573.1214,717.08875,557.2562,729.17316,590.80914,681.7407,608.89624,682.1707,620.9065,600.5289,632.1844,313.2572,299.77594,303.55743,308.00555,318.86993,392.75928,412.43408,502.62317,537.0604,579.7401,582.98157,579.74677,591.1344,600.8723,611.4088,636.31323,634.57294,0.94195914,0.7429897,0.9444357,0.20732218,0.9171308,0.9522099,0.96463233,0.65280324,0.76414,0.4288101,0.57294667,0.35728014,0.3644361,0.027478695,0.02888909,0.005697727,0.0056110024
4,676.9912,676.67365,660.42633,659.30634,617.4991,689.72626,573.7591,716.9677,556.63617,729.7475,586.6903,681.6756,609.22394,682.20325,621.14233,599.73096,631.9391,313.58728,299.88593,304.024,307.5962,319.14044,392.14252,412.45874,501.7707,536.30884,579.5977,582.1948,579.146,590.9199,601.7062,613.5569,636.272,636.51263,0.9424279,0.7451675,0.9449172,0.20936605,0.9176023,0.9524871,0.96526754,0.6527685,0.766063,0.4276383,0.5740392,0.36217105,0.37073293,0.027860284,0.029464066,0.0057428777,0.0056779087
5,676.9796,676.7388,660.35815,659.6916,617.5648,689.7947,573.79156,716.8976,556.5928,730.1306,587.9792,681.3104,608.8986,681.6821,621.16254,599.1507,632.0345,313.85437,300.10175,304.31128,307.6963,319.385,392.1903,412.50403,501.92694,536.15936,579.5116,581.8196,578.83386,590.71924,600.7306,613.0583,634.8761,635.88586,0.9436612,0.7506888,0.9460502,0.21327132,0.91798884,0.9529134,0.9656309,0.6527785,0.76634216,0.4282052,0.57449925,0.36142224,0.37014288,0.027958244,0.029594392,0.0057944953,0.005731195
6,676.75134,676.83044,660.23944,660.23193,617.5854,690.0341,573.68884,716.7445,556.26495,729.1561,586.739,681.3623,608.7783,681.88446,621.35486,598.9361,632.41125,313.88538,300.09863,304.09833,307.5738,318.70984,392.13678,412.21173,502.07007,536.5462,579.6406,582.0401,579.1822,590.8719,601.8679,613.7203,636.0242,636.55676,0.94420505,0.7545806,0.9464191,0.2168138,0.9171215,0.95274454,0.9656433,0.65028614,0.7651163,0.42614248,0.57292134,0.36008713,0.36950803,0.027875394,0.029622793,0.005785793,0.0057457685
7,676.93335,676.96484,660.5725,660.28735,617.9934,690.3512,573.68445,717.05347,556.56384,729.2108,588.286,682.05774,609.3762,682.6105,622.39996,599.06793,634.56415,314.21387,300.39233,304.36548,307.5426,318.56885,392.16565,411.99237,503.36365,537.0495,580.01685,581.1672,579.22754,590.8768,600.70953,612.51733,634.80176,635.6105,0.94290924,0.7504586,0.94536585,0.21616003,0.9159477,0.95141184,0.9655676,0.64083606,0.76436996,0.41705835,0.57087374,0.35076606,0.36361504,0.02714321,0.029292762,0.0057151616,0.0057421923
8,677.10004,676.91736,660.6616,660.324,618.21387,691.0493,574.21783,717.3351,556.45154,729.04114,586.8518,682.4493,609.8653,682.9142,623.6461,597.3756,635.9247,314.99805,300.87183,305.2693,307.18024,319.07788,391.6789,411.5332,504.1128,536.2463,580.0943,580.1522,578.66644,590.33655,601.2755,613.4006,634.17926,635.9731,0.94290113,0.7503582,0.94684184,0.21465671,0.9174125,0.9475634,0.96599907,0.6100732,0.7643137,0.38746566,0.56478226,0.33171737,0.3561995,0.025423765,0.028873414,0.0055164993,0.0057504773
9,677.13086,676.9459,660.6225,660.28876,618.0177,690.91846,573.912,717.46686,556.19476,729.8748,589.1301,682.65344,609.92804,683.3721,624.059,598.3411,636.32416,314.84033,300.69733,305.0418,307.13037,318.95288,391.71368,411.57275,504.19513,536.6092,579.5707,579.5564,578.84827,590.6039,600.58044,612.6038,634.1636,635.4507,0.9446155,0.755693,0.94818175,0.21658039,0.9185984,0.9492371,0.96632206,0.61853397,0.7652323,0.3961892,0.56844753,0.33316302,0.35465795,0.025403887,0.028501391,0.0054591596,0.00564003
