frame,kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf
0.0,638.6654242739121,366.3072918134046,0.9807788,651.7342800065851,355.83869591420904,0.9574005,620.6233871882836,354.6629782417223,0.95733356,682.802929978427,341.0833370928373,0.75018144,606.1698857853842,332.257106515778,0.72181165,703.2916345370346,380.11933552215686,0.97687,565.506353637372,373.57752346735015,0.98821044,746.9296068293877,481.95896678917455,0.88040644,513.015452650068,468.1297812611765,0.94355285,678.2027696310938,512.2190563912259,0.8599807,581.2242082768523,494.1181580493582,0.91716284,671.581230682214,550.4708226602365,0.72211766,588.8084451102861,539.6168742274833,0.7647158,685.49536,581.4903,0.076111734,585.6953114119759,573.5414114826228,0.10080677,655.11633,600.0925,0.009130985,615.7984,604.5531,0.011912227
1.0,637.7109156616591,366.9274447756148,0.9806222,656.0461747124672,351.840326454847,0.9570347,628.460327474044,353.3076685680753,0.95674837,676.0784466724348,332.7182061293036,0.7482604,606.146344586213,332.57886968752024,0.7192088,703.4414398367494,375.7027165631274,0.9767183,564.168254685384,369.91874602551013,0.98811185,743.3965456037872,477.0665425665966,0.8805243,515.1881936248526,471.58021433568337,0.94344103,686.0850736453519,514.5175461220505,0.85994554,574.779126252509,494.3991025005058,0.9170324,678.3065804203609,548.5487337298193,0.72195816,588.0497679543897,547.5185369883588,0.76452374,685.75305,580.5821,0.07654607,589.209135767663,573.9240799234337,0.10117382,655.86945,599.32635,0.009227306,615.9313,603.43005,0.012024373
2.0,640.5213885534682,367.1604668115282,0.9801214,663.9697073280119,356.23886371612883,0.9558433,628.087828172491,346.71250442234174,0.9555239,676.6337022861123,341.9465185612302,0.7454953,608.187672146203,332.855758855023,0.7160992,704.5752751741343,381.18500697928454,0.97644025,563.5769318396405,366.2870230943886,0.9879768,741.408399228035,482.2666027728682,0.8796164,509.9320027542466,472.46367279129714,0.9432764,690.8249425378882,512.1169280802014,0.85817564,575.9436386865086,486.086402663228,0.9163406,680.3478922657862,548.1631228366672,0.71784383,586.0291012671067,545.8496539744868,0.76116407,685.66833,581.37384,0.07386169,591.9523,576.6948,0.09800783,655.04987,599.5267,0.008829713,616.5181,603.10913,0.011535913
3.0,638.510667094439,370.39091923465287,0.9802544,652.6296451678805,356.72412103349495,0.9552045,632.7009721395443,356.6583127732526,0.9567706,684.1066323188704,338.55903091338405,0.7402234,612.1707959343446,326.7943361120038,0.725694,712.7901522180092,381.3018699870064,0.9765719,562.581856484651,368.7640854691702,0.9883145,738.0584036605176,480.77639204884025,0.879017,512.0800537228808,469.9441553582019,0.94465214,679.7960027373686,517.912614135341,0.8575732,574.5731357834471,480.730166325406,0.9178188,676.1545937693392,549.750891417087,0.7194718,590.9520187412982,542.9677821089886,0.76434207,685.9326,581.5789,0.07441953,592.63245,577.81866,0.099600375,654.3618,600.5742,0.008887231,617.4929,605.58026,0.011664718
4.0,641.6141191293239,373.4683831166589,0.9799148,654.8636224251072,357.2099464642443,0.95438707,627.8453273470082,350.18260044393037,0.9560414,677.8879134632783,337.0758676015773,0.736993,609.27746658352,327.7612924071401,0.72394705,708.9527075576065,381.47628595893883,0.9764345,566.1236591019979,373.181836552021,0.9881258,743.5658138719389,480.55058222805434,0.87891495,511.0450760425304,465.792867404411,0.94372433,685.77505362278,509.2915561887864,0.8567047,572.5013496229199,494.6048848102555,0.9164697,673.4151591643154,550.6187347528147,0.7196279,589.0544330205038,548.6495046205964,0.7634755,685.5282,581.78284,0.074753314,593.56506,578.3587,0.09943819,653.24084,599.819,0.008969337,617.6985,605.18005,0.011711657
5.0,642.732824305226,368.36148467548395,0.9798895,656.8321853535957,351.235420017002,0.9529593,628.7046610000236,349.3286060165743,0.95713556,681.8992435977708,337.094265633501,0.72732115,609.3963061234152,330.4285888868271,0.73423046,705.9909424605341,384.7442722175851,0.9763781,571.9250711534819,375.4054201758405,0.9885615,744.2025735450422,478.7660851355489,0.8781642,511.9911987280519,466.9778940014931,0.9463721,684.2339806806262,516.2238917112426,0.8568506,573.8970805523305,490.7736319194274,0.9200659,677.6240696567797,547.61081366671,0.7198535,591.4580465158896,543.5339768172811,0.76700413,686.6118,578.7003,0.07584554,597.9819585317979,576.4281230437477,0.10254136,653.9632,597.4624,0.0092000365,618.39594,602.61383,0.012144327
6.0,632.8838073344997,369.08574822543426,0.9800154,651.1572736400173,351.96241738078106,0.9537962,631.2585444965716,354.3117492992591,0.95662856,688.3351596807754,333.04912122604776,0.7337767,615.4360595011086,328.31907719159057,0.72930616,708.5989256355347,381.6356933550376,0.9765853,565.5332645124896,370.33307520872376,0.98871803,744.4503395413115,476.33369607250654,0.8790105,509.71681268511855,466.1980739817266,0.9470392,680.6700715810455,511.76218761726676,0.85773253,572.774879460838,485.4542492133644,0.9207102,679.1384671663566,547.8591301856083,0.7193643,587.7060824092845,546.9049686043959,0.767295,686.5257,576.0742,0.07587138,598.2886718046524,569.7364390404832,0.10290375,654.20624,594.7573,0.00925228,617.7347,599.2491,0.012264907
7.0,640.1897310612435,369.86284827087536,0.9802591,658.9126351881048,353.4154969917026,0.9495195,623.760355245827,351.11724891446084,0.96285254,678.5772109917988,341.6109747817034,0.74223244,607.954772103791,329.18189616001246,0.77554137,705.5766114402837,383.3803242263348,0.9773146,570.9566722703446,370.19985523481523,0.99220204,741.7694301699902,475.02795459494456,0.8926474,517.4122712406199,463.0411700281069,0.9715527,682.9482670804671,514.4830045893859,0.89018965,570.3587477480727,490.89186140504574,0.9567738,666.103526225046,544.267500044718,0.7399969,583.7722899005233,542.2433361778906,0.81341434,676.4248,574.0211,0.06582257,586.8785985121334,574.2550850862094,0.103949845,674.2174,581.42126,0.007260829,635.80054,584.2742,0.0106287
8.0,642.3770969521424,373.46006397890295,0.98063636,660.0110567934248,353.0095078280188,0.950306,626.8377532668003,350.2843109331654,0.9638274,684.3039147038692,335.81341195469344,0.7417449,607.100758514587,330.2684062088846,0.78010666,703.5252099146809,383.5318376712521,0.97771835,571.0365960296834,374.4654833896751,0.9922584,749.0846542756836,481.26201982880485,0.8934405,517.2851758703441,464.55428607057246,0.9712788,684.8919031697452,511.70366436290107,0.890643,578.1507581669965,494.2123186874623,0.9563928,670.2376844264118,539.9338993980292,0.74418783,588.0524771165622,540.0065343678718,0.81566536,677.15106,571.4999,0.06926614,591.3547181786589,565.2883398950299,0.10819328,674.2943,578.5346,0.0078049004,634.8142,582.0882,0.01133135
9.0,642.9541894512622,368.7857935599836,0.9805709,654.5473107902477,356.77831286380774,0.949244,630.6776710886402,354.536613821343,0.9639574,683.1564040656514,341.40887708977664,0.7356417,609.2680517514376,326.8679934638953,0.7833561,705.6807226070489,380.0382370714586,0.9778826,574.4373612780021,372.8527079878405,0.9924519,743.8980158617958,474.577662418399,0.8945943,511.3544305059827,459.7561106289024,0.9722452,682.7232474286106,512.1835614254378,0.89128023,577.330261487486,487.91379443730915,0.9574894,672.551648469207,540.9231409258422,0.7515191,589.2282935101988,535.0698323910709,0.82243717,677.46716,575.4761,0.069677085,593.704209054911,569.7977138864777,0.10949901,674.4481,581.42706,0.0076520443,636.1539,585.8557,0.011154652
