frame,kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf
0.0,635.4435449484038,363.20980283490337,0.98754025,648.8055352259737,347.43582885467174,0.9726261,619.0318466675039,349.63842548440937,0.97107553,666.9711455049633,355.31035761909317,0.79055583,595.5981277119906,361.83905304203563,0.7588078,702.5196946588344,436.51321105609395,0.97903335,565.2516109760164,448.18033063078747,0.985335,749.7364046302058,543.5066748938709,0.86821485,505.34745959520717,537.5735896149738,0.89817894,656.8487870892727,548.0627292221379,0.864859,495.93452962839683,443.07120742880437,0.8981111,673.1888257113335,616.0633691101029,0.5085437,588.5340835181398,618.5521502706822,0.5292489,653.1672669943982,587.990377107627,0.037465036,575.2715744552625,597.2127465071142,0.04094702,660.5161498396722,609.3691266697688,0.0047515333,612.2711185837239,611.9572105502348,0.0052078664
1.0,635.5600497680064,363.1652986913793,0.9875125,648.9216888993157,347.38985388952085,0.9724406,619.1651826418336,349.5732713700443,0.9711292,667.0491427211559,355.24810089590574,0.78884435,595.7070008068576,361.73430889868894,0.7604956,702.6404686715651,436.56857879860814,0.9790606,565.2983396932682,448.23902905433846,0.9852866,749.848678097667,543.6593177416426,0.86778766,505.44047966169194,537.7530372890571,0.89719504,656.8655931353248,548.1593128885387,0.864285,495.7310241694445,442.89469215880945,0.8970795,673.2373005674932,616.1270631585958,0.5051437,588.5838959906622,618.5933119243834,0.5251373,653.1624441137416,587.8889299584891,0.037428886,575.3582894835952,597.0446864187955,0.040760785,660.3294637784494,609.316147457498,0.0047860444,612.6382254128316,611.7911275775618,0.005228907
2.0,635.7421613617665,363.07928990090306,0.98745275,649.1141972386681,347.30648921788236,0.9725927,619.3793188947309,349.44740637265187,0.97081435,667.1808058118736,355.15371924964336,0.7916449,595.8800717135753,361.54180897777843,0.75795037,702.8175694205621,436.6368922186453,0.9791976,565.3551886496293,448.2937638909386,0.98512244,750.0033000951655,543.8985071597394,0.86735296,505.5426711345091,537.9929258779439,0.8945466,656.8477008938205,548.2889227562011,0.8629149,495.34528527808266,442.3502354258437,0.8943818,673.3231555658829,616.2478158367898,0.5047368,588.6623694495869,618.6678434760715,0.5227617,653.1696834211319,587.8412780188861,0.037814826,575.5156227152197,596.8723656727068,0.040898412,660.1162008060987,609.3119200076361,0.004862994,613.2371031994032,611.5661217410934,0.005289316
3.0,635.9446542814637,362.96914686117265,0.98749673,649.339495737732,347.20422495284015,0.9721595,619.625863263067,349.282345419733,0.9710548,667.3263118966452,355.0535542438222,0.7879439,596.069733979868,361.2921785942415,0.76118153,702.9734283504677,436.68835896861356,0.9791936,565.3745949909222,448.3031015951502,0.98568916,750.1319889458805,544.1306774715706,0.86731654,505.55569113834144,538.1727460357109,0.8992696,656.7612011702704,548.381504713095,0.86416703,494.80636507704435,441.4363045972102,0.89929557,673.3928611180572,616.4228091214865,0.50494725,588.7078707924032,618.7801697431187,0.52757806,653.2023255421427,587.9822065220603,0.03734353,575.6769104326092,596.8563382395068,0.041094273,660.0314595551176,609.4734042026467,0.0047521293,613.8866121598388,611.4475769788019,0.0052326918
4.0,636.1439830975373,362.8736946407431,0.98749924,649.5616737634157,347.10937366176313,0.97193784,619.8785536760043,349.12089454125044,0.9711633,667.4466582413881,354.9414300544767,0.7864863,596.2530988157685,361.0158918569126,0.763536,703.0629440430159,436.72724228039766,0.97935283,565.3457228636196,448.2834121830027,0.9859417,750.2155947182367,544.2750261580823,0.8676212,505.4516009963895,538.2382972542476,0.9007322,656.6488964849034,548.4121946326488,0.86395526,494.1447568359437,440.47410319639437,0.9001134,673.3829935973398,616.663156692219,0.5085426,588.6774555242946,618.9592366364278,0.5322915,653.2518148435885,588.3292934999985,0.037579805,575.7859817879269,597.0579620119427,0.04154581,660.0797969692676,609.8918406526836,0.0047546327,614.505487286325,611.626796787792,0.005252838
5.0,636.3206165677082,362.8318019332331,0.9875313,649.7531279678229,347.0491126621509,0.9714303,620.1165778719503,349.0055709583487,0.9715207,667.527149251662,354.808339054758,0.7814368,596.4284422421068,360.7383714189667,0.767126,703.0849922712692,436.7583516507379,0.97907037,565.3213571357547,448.2534365899938,0.9862747,750.2703592925986,544.2999316929017,0.86694074,505.31639028522363,538.1993480304416,0.90476394,656.5994036573912,548.3955392424039,0.86561775,493.41011125470834,439.8784273873285,0.9050524,673.3120403647968,616.9491007901588,0.50451624,588.6369521966487,619.1974344409928,0.53266406,653.3004684755841,588.7771144988076,0.036252916,575.8787110870683,597.3992515366851,0.040790588,660.1725368835754,610.5818818727514,0.004517615,615.1333755208095,612.2005451090567,0.005049646
6.0,636.4589775056743,362.84324724593614,0.98751676,649.9077649715082,347.03647115003685,0.9712157,620.3190733276081,348.9476127087405,0.9717179,667.592353925626,354.6971649317916,0.7796269,596.5965421176189,360.50072848704013,0.7695222,703.0777242206234,436.7709896516053,0.9791441,565.3780715508088,448.19480679733556,0.9863043,750.3248901091637,544.2474833367845,0.8665215,505.2797561761273,538.1036443497651,0.9046675,656.6515784881449,548.3531554517276,0.8652121,492.67175980344575,439.82424003162396,0.9047829,673.298060873306,617.1928368655074,0.50517803,588.7230472804043,619.3985802053826,0.53334475,653.351928472573,589.1357869248612,0.036459476,576.0331219295138,597.671960772222,0.04104975,660.3108634149874,611.4080114889283,0.0045371354,615.7693706791874,613.01638431486,0.005071074
7.0,636.5629306760904,362.8660989397973,0.98755276,650.0433832793244,347.060438116833,0.9711729,620.4760119733908,348.9246267433831,0.971878,667.6821065047743,354.68600756965395,0.77836245,596.7471194193155,360.3624493627972,0.77082324,703.0878917924933,436.7729427538462,0.97912914,565.5408759724933,448.09904173386485,0.98630375,750.4000241356174,544.1972390820384,0.86653745,505.3800581613313,537.9868221232745,0.9047872,656.7575253272453,548.3030777792067,0.8651252,491.98912914756136,440.0841138826593,0.9044941,673.444936397467,617.3311091793043,0.5030603,588.9959207920041,619.4826338297371,0.5312203,653.4238902967584,589.2846893112865,0.036411434,576.2424113803893,597.7241181697525,0.04101023,660.6139568716302,612.1474482555291,0.0045411587,616.2590434367783,613.7590407796711,0.005075544
8.0,636.6607344751287,362.85343189624876,0.9875457,650.183364009098,347.0936006386188,0.9712077,620.6012203531745,348.90618669959827,0.97176623,667.8044968393867,354.8125584971405,0.77889836,596.8699655431876,360.36301240104484,0.76916015,703.1260751435595,436.7997910195497,0.9789529,565.7606250981357,448.00520726383064,0.98639584,750.4991995829664,544.1820844450583,0.8657401,505.55223681755797,537.8492644630128,0.90594566,656.8645218353752,548.2624819343996,0.8650186,491.40037056383346,440.349611008192,0.90586734,673.7270060378082,617.3927985097198,0.5021324,589.3668175997942,619.4803232614859,0.532596,653.5413483050272,589.2711840351269,0.036385655,576.4203395968206,597.6155413128008,0.041271448,661.1625383152148,612.6414892075531,0.004529834,616.4089658018381,614.2302225421085,0.0050936937
9.0,636.77970763596,362.7801678838084,0.9877077,650.3369020418916,347.105644316726,0.9716341,620.7192017563204,348.87097925562745,0.9720439,667.9357177308127,355.0418242466933,0.779261,596.97223922176,360.4908526127371,0.76926625,703.1735129174375,436.8522505993625,0.9791024,565.9729630687343,447.94384152776,0.9862928,750.6320383060166,544.1663577999155,0.86713713,505.71800898058177,537.6926645998288,0.9050446,656.980515623881,548.2437845733813,0.86615384,490.9316380890783,440.57788983695593,0.90515554,674.0169777570054,617.4090227367392,0.50671107,589.679846808551,619.4433830843096,0.5350821,653.7181611481752,589.1698056313345,0.037246585,576.5120487332179,597.4622436957454,0.04188049,661.9105376978307,612.8458247833744,0.0046500564,616.1565937789214,614.4251912205141,0.0051950812
