frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,635.1834,648.5773,618.74963,666.8627,595.3976,702.31573,565.17914,749.5176,505.14618,656.7715,496.18002,673.1929,588.5378,653.2385,575.3309,660.9124,611.8105,363.2564,347.48267,349.7071,355.39978,361.96515,436.3662,447.9881,543.25,537.11884,547.8855,442.72607,616.0001,618.5108,588.4888,597.8164,609.6807,612.4227,0.98754025,0.9726261,0.97107553,0.79055583,0.7588078,0.97903335,0.985335,0.86821485,0.89817894,0.864859,0.8981111,0.5085437,0.5292489,0.037465036,0.04094702,0.0047515333,0.0052078664
1,635.62225,648.94305,619.21576,666.9725,595.6793,702.53577,565.22864,749.78564,505.39963,656.8605,495.95627,673.05774,588.3838,653.02386,574.8852,660.4368,612.09875,363.22076,347.46588,349.65295,355.3416,361.85358,436.60376,448.32336,543.5755,537.9143,548.0851,443.7577,616.02734,618.51605,587.4092,596.5642,608.9662,611.4555,0.9875125,0.9724406,0.9711292,0.78884435,0.7604956,0.9790606,0.9852866,0.86778766,0.89719504,0.864285,0.8970795,0.5051437,0.5251373,0.037428886,0.040760785,0.0047860444,0.005228907
2,635.7115,649.03687,619.32117,667.17114,595.8871,702.9672,565.4673,750.198,505.78098,657.1166,495.50278,673.3435,588.73126,653.3052,575.7681,659.6132,613.4894,363.1303,347.30554,349.52795,355.03522,361.6128,436.73846,448.44653,543.91174,538.0174,548.4513,443.5642,616.20703,618.68317,587.75464,596.9453,609.3046,611.939,0.98745275,0.9725927,0.97081435,0.7916449,0.75795037,0.9791976,0.98512244,0.86735296,0.8945466,0.8629149,0.8943818,0.5047368,0.5227617,0.037814826,0.040898412,0.004862994,0.005289316
3,635.9081,649.3306,619.5981,667.3551,596.0762,702.99365,565.4608,750.1164,505.6404,656.78345,494.89017,673.48834,588.8629,652.9181,575.6415,659.8711,614.01447,362.9829,347.22058,349.2848,355.09088,361.2995,436.6629,448.3501,544.24677,538.3958,548.4602,440.706,616.4562,618.8022,587.5148,596.322,609.0831,610.7689,0.98749673,0.9721595,0.9710548,0.7879439,0.76118153,0.9791936,0.98568916,0.86731654,0.8992696,0.86416703,0.89929557,0.50494725,0.52757806,0.03734353,0.041094273,0.0047521293,0.0052326918
4,636.2234,649.6483,619.941,667.5459,596.30316,703.2229,565.4659,750.2641,505.86053,656.59546,494.43298,673.7536,589.0097,653.49,576.142,659.92535,614.60095,362.7738,347.06317,349.03735,354.974,360.97644,436.7047,448.14526,544.48755,538.35406,548.4666,440.93744,616.39703,618.64124,588.3308,596.9501,609.5593,611.2611,0.98749924,0.97193784,0.9711633,0.7864863,0.763536,0.97935283,0.9859417,0.8676212,0.9007322,0.86395526,0.9001134,0.5085426,0.5322915,0.037579805,0.04154581,0.0047546327,0.005252838
5,636.3118,649.7941,620.09076,667.59064,596.3718,703.1427,565.0725,750.3501,504.82178,656.29663,493.18585,673.10156,588.1445,653.2964,575.52246,660.8164,614.6706,362.6599,346.94623,348.87592,354.99133,360.8678,436.75842,448.3297,544.4861,538.35876,548.3786,437.91064,616.8418,619.08136,588.3956,596.97736,609.90625,611.11255,0.9875313,0.9714303,0.9715207,0.7814368,0.767126,0.97907037,0.9862747,0.86694074,0.90476394,0.86561775,0.9050524,0.50451624,0.53266406,0.036252916,0.040790588,0.004517615,0.005049646
6,636.59143,649.9628,620.4608,667.50964,596.63794,703.0044,565.22894,750.13086,505.01553,656.4855,492.76215,673.06256,588.5359,653.084,575.74426,659.4893,615.948,362.90137,346.99542,348.9217,354.36377,360.20837,436.91638,448.3213,544.17224,537.8844,548.4465,439.26587,617.8904,620.0951,590.35455,598.89984,612.1742,613.78827,0.98751676,0.9712157,0.9717179,0.7796269,0.7695222,0.9791441,0.9863043,0.8665215,0.9046675,0.8652121,0.9047829,0.50517803,0.53334475,0.036459476,0.04104975,0.0045371354,0.005071074
7,636.55817,649.99713,620.5036,667.5667,596.78,702.96375,565.40076,750.50146,505.47702,657.18555,491.7453,673.0202,588.6299,653.8115,576.597,660.57324,616.91815,362.92664,347.06512,348.97797,354.53833,360.29913,436.7202,448.19385,543.9907,538.18066,548.1744,441.46014,617.0744,619.35974,588.9944,597.69104,612.0482,614.2429,0.98755276,0.9711729,0.971878,0.77836245,0.77082324,0.97912914,0.98630375,0.86653745,0.9047872,0.8651252,0.9044941,0.5030603,0.5312203,0.036411434,0.04101023,0.0045411587,0.005075544
8,636.57043,650.14484,620.59973,667.8149,596.96704,703.18585,565.87537,750.4205,505.4417,656.4765,491.35156,673.87115,589.6312,653.0337,576.45184,660.63586,616.9282,362.86017,347.07367,348.82446,354.65576,360.0429,436.55286,447.6593,544.2488,537.8257,548.37634,439.68323,617.3509,619.30035,589.25366,597.2194,613.372,614.35095,0.9875457,0.9712077,0.97176623,0.77889836,0.76916015,0.9789529,0.98639584,0.8657401,0.90594566,0.8650186,0.90586734,0.5021324,0.532596,0.036385655,0.041271448,0.004529834,0.0050936937
9,636.7566,650.36255,620.6489,668.09875,596.87354,703.2609,566.1121,750.6217,505.89655,657.2174,490.7395,674.29517,590.03613,653.74835,576.5812,661.9673,616.56885,363.0327,347.25067,349.0562,354.97235,360.49518,436.9876,448.09076,544.30914,537.745,548.0408,440.60046,617.70337,619.75653,589.4254,597.7873,612.95593,614.728,0.9877077,0.9716341,0.9720439,0.779261,0.76926625,0.9791024,0.9862928,0.86713713,0.9050446,0.86615384,0.90515554,0.50671107,0.5350821,0.037246585,0.04188049,0.0046500564,0.0051950812
