frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,642.45,654.99915,629.1735,669.35,608.58887,690.19946,571.01575,748.5669,517.0184,687.1089,594.929,653.7591,574.3241,665.44775,565.4139,684.31714,578.90094,335.9881,326.68182,323.4168,338.72192,333.9911,402.84058,395.02594,342.411,327.34137,279.92133,264.5691,583.6198,582.43286,616.2063,622.69543,623.20215,637.2358,0.98557556,0.959705,0.9735852,0.6827088,0.80481374,0.96048546,0.9815799,0.8796017,0.9572849,0.93429416,0.9674369,0.7244762,0.7789598,0.039954513,0.056444854,0.0029065907,0.0037827194
1,642.59546,655.2539,629.2379,669.40936,608.1954,689.86523,570.26544,748.4319,517.16504,686.90393,594.1186,653.59863,573.7904,665.48627,564.3268,683.2295,578.4691,336.64893,327.1588,323.77893,338.75568,333.76282,402.40308,394.95282,340.9701,326.5807,278.00885,261.0312,584.8982,583.8912,615.3552,622.2566,621.99,636.2551,0.9856231,0.95959055,0.9739718,0.67696613,0.80754507,0.96005154,0.98121953,0.87857115,0.95644486,0.93372524,0.9669194,0.71905977,0.7735579,0.039192528,0.055133075,0.0028885603,0.0037412047
2,643.1172,655.594,629.716,669.19464,608.26575,689.7149,570.142,748.35535,517.646,685.5442,594.56476,653.141,573.4215,664.624,563.8789,682.3862,578.17084,336.22595,326.885,323.43555,338.6964,333.63538,403.08154,395.51117,341.73358,326.9922,276.81653,259.11572,586.0813,584.98834,617.9863,624.81824,623.8436,638.00964,0.98572665,0.9581767,0.9747282,0.66426516,0.8169942,0.96071374,0.9822413,0.8812148,0.95982367,0.9360153,0.96947205,0.7230392,0.7799715,0.03828448,0.054798037,0.002729684,0.003570497
3,643.375,655.85095,629.945,669.5853,608.58636,690.1559,570.9465,748.251,518.8633,685.86554,592.66797,653.6437,573.85284,665.5433,562.9216,683.70245,576.82965,336.3676,327.19794,323.83923,339.32886,334.54468,403.34436,396.66663,340.3966,327.00177,273.3734,254.42786,586.9368,586.1489,616.8085,624.2075,622.7604,636.66425,0.985759,0.95957714,0.9744677,0.6695375,0.8115453,0.9599588,0.9805447,0.8802069,0.95529026,0.93463254,0.96640235,0.7139759,0.76606226,0.037849754,0.052329183,0.0027703047,0.0035318732
4,643.64996,656.7074,630.5858,669.0362,606.41144,688.61694,568.27045,745.06226,520.56665,692.525,593.58075,655.6253,574.67114,666.47394,566.439,686.3088,580.9984,337.0583,327.57245,323.67273,340.17444,333.2685,404.87378,393.30676,344.1173,324.0547,272.35583,254.61493,571.7113,569.0113,602.15137,604.97766,598.6388,610.3137,0.98412025,0.96205854,0.9739698,0.67592317,0.7795563,0.94858336,0.9719569,0.8349482,0.9278046,0.9121955,0.9513221,0.7150376,0.7601577,0.05684322,0.07500839,0.0053476095,0.0066527724
5,643.7015,656.7427,630.8536,668.7525,606.8069,688.66974,567.97296,745.7565,520.2672,693.66046,589.2772,655.3705,574.23285,665.81525,564.7451,686.265,580.7697,337.21027,328.06873,323.85413,341.1543,333.62036,406.3437,394.11975,345.21283,324.21594,271.77026,253.58905,573.688,570.6682,603.30365,605.9419,598.3097,610.154,0.98454225,0.9633512,0.9739198,0.6850843,0.7789017,0.9537221,0.9723548,0.85335046,0.9279847,0.92116547,0.95203656,0.7329666,0.76698214,0.05999902,0.07537779,0.0054759383,0.006569892
6,643.6506,656.554,630.80786,668.41614,606.89703,689.3414,568.0241,746.55945,519.27936,696.0842,584.2488,655.9695,574.4317,666.4455,565.8333,685.5209,581.5856,336.87787,327.76202,323.8058,340.7038,333.6588,405.23804,393.07593,345.16748,323.49164,271.71686,253.5581,573.76697,570.69635,605.3257,607.8656,599.9014,611.83435,0.9845927,0.96161604,0.97446996,0.6732922,0.7889658,0.95527375,0.97567666,0.8566387,0.93791926,0.9224304,0.95725524,0.75166166,0.7917118,0.063015014,0.082621366,0.0055925846,0.006929636
7,643.3693,656.2201,630.6448,668.0109,606.87006,689.48474,568.2297,748.0044,517.9149,697.1404,579.9544,656.0684,574.86633,665.4589,566.22626,685.3696,582.2449,336.7912,327.70276,323.794,340.19812,333.19543,404.01453,391.69208,344.94745,322.64465,270.66357,252.7826,572.51404,569.2013,605.6914,607.7595,601.5405,613.19434,0.9850961,0.9612492,0.9750558,0.67175674,0.795766,0.95977277,0.9793821,0.8711853,0.9484193,0.930729,0.9638936,0.7839842,0.8235141,0.0721457,0.09639791,0.0061174333,0.0077112317
8,643.49133,656.2327,630.58435,668.2218,606.90076,690.7698,568.89954,749.9183,517.3087,699.5068,575.26355,657.6288,576.2452,666.0224,567.56055,684.916,582.97626,336.85852,327.53638,324.0771,339.6338,333.54358,403.17175,390.94122,345.17395,321.20038,270.05853,251.32867,570.7038,567.40247,606.3476,608.79834,602.1642,614.8699,0.98473597,0.9592072,0.9746718,0.66225356,0.7979129,0.9598099,0.98068917,0.8719885,0.95298576,0.931342,0.9665295,0.791106,0.8342174,0.07304186,0.100500405,0.0060247183,0.007768005
9,644.2723,657.0389,631.0508,669.577,607.188,692.2918,570.197,750.5064,516.8645,702.51776,568.5509,659.1277,578.02264,665.33984,567.6175,682.20667,582.86865,338.30737,328.62305,325.63,339.44586,334.27002,402.4532,390.0418,345.72327,320.11108,268.35596,251.40863,567.9159,564.4779,608.5481,611.1677,604.33185,618.24207,0.9855634,0.9614526,0.9760316,0.6705487,0.80516684,0.9634518,0.9820143,0.8795555,0.9544016,0.9335401,0.96678734,0.81356895,0.8512655,0.08517957,0.11494511,0.007001251,0.008918971
