frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,629.0176,642.18695,612.398,658.64233,586.26843,685.3668,544.594,779.423,478.47592,888.6365,585.3726,645.97076,556.66736,694.1577,587.61163,719.5232,615.7499,337.6624,323.875,323.16284,332.6541,331.50305,401.98944,402.86627,456.23352,484.4004,486.73456,496.24066,559.71893,564.01666,535.24286,528.5055,580.91284,556.1467,0.99077475,0.9642703,0.9862304,0.5674032,0.90875787,0.9793929,0.983987,0.87134075,0.9325402,0.8598896,0.9189116,0.471696,0.48468325,0.024454683,0.02982381,0.003023386,0.0034132898
1,628.19196,641.79065,611.8571,658.76587,586.086,685.2002,544.0668,779.28345,478.36255,888.44885,586.3358,646.3436,556.76514,695.18787,588.84875,721.2008,617.70264,337.1001,323.51276,322.4298,332.8004,330.71802,402.008,402.95605,455.26746,485.03857,486.281,495.77124,560.89374,565.1963,537.4501,530.2125,584.08484,558.1446,0.9908267,0.965209,0.9860046,0.5779157,0.9053103,0.9794858,0.983659,0.871951,0.93035793,0.86028886,0.9168993,0.4731154,0.48281616,0.024535656,0.029607534,0.0030109882,0.0033824444
2,628.4496,641.9698,612.0677,658.9962,586.44904,685.6615,544.8677,778.70795,478.38776,887.7545,586.875,646.9576,557.62006,695.2177,589.92413,720.6732,617.88666,336.69623,323.1349,322.20477,332.5998,330.849,401.87396,402.78223,455.3313,484.7129,485.74048,495.17297,560.52716,564.74927,538.3042,530.6892,585.2294,558.5035,0.99073213,0.96466804,0.98596287,0.5751257,0.90603256,0.9792945,0.9837803,0.8708645,0.9315674,0.8596254,0.91821843,0.4717939,0.4839741,0.024205834,0.029500157,0.0029505491,0.0033382773
3,628.62933,642.00146,612.2441,658.7936,586.5503,685.98773,545.03613,779.1161,478.6819,887.40405,586.8076,647.5303,558.0326,696.3505,590.51355,720.3442,616.91895,336.29443,322.80817,321.90955,332.2979,330.62555,401.47375,402.43164,455.4768,484.97693,485.70612,495.0569,559.82275,563.9789,537.9765,530.0195,585.761,558.46484,0.99065495,0.9638747,0.9860428,0.5695857,0.90846676,0.97938955,0.9841676,0.87078464,0.9335803,0.8589202,0.9198122,0.47413087,0.48901176,0.024298549,0.029946506,0.0029514432,0.003365308
4,628.8333,642.30096,612.45435,659.15796,586.72003,686.0073,545.33954,780.4303,478.89267,890.3271,586.23975,648.21423,558.5975,699.31616,591.6664,724.7233,616.1998,336.26715,322.78406,321.75983,332.35016,330.35138,401.30304,401.98584,455.55035,484.76477,486.43335,494.2201,559.6249,563.78107,539.3846,531.42365,587.772,560.5062,0.99082375,0.96464765,0.98622954,0.5708562,0.9081564,0.97946393,0.98397267,0.87225145,0.93314075,0.85984635,0.9196512,0.47998196,0.49280423,0.02473548,0.030323833,0.0029779375,0.0033853352
5,628.8868,642.4616,612.54877,659.7772,587.2251,686.8443,546.0944,782.16187,479.62183,892.27106,588.7977,647.8714,558.1363,698.54816,590.6046,724.6069,614.6405,335.76105,322.17596,321.2317,331.72504,329.87988,400.42572,401.185,454.90338,484.21057,486.82294,494.61426,557.9561,561.99835,537.07074,528.8937,585.40576,557.70483,0.9907837,0.9658494,0.98578465,0.58746785,0.9023899,0.9793761,0.9833472,0.8722321,0.92984045,0.85924816,0.9158919,0.47715053,0.4859039,0.02490437,0.030057997,0.0030433238,0.0034292638
6,629.14154,642.902,612.8551,660.6189,587.8273,687.67365,546.26733,782.87225,480.38428,892.8198,590.27545,649.2449,558.68164,702.8102,592.5652,728.5316,615.4146,335.3213,321.7909,320.85236,331.80475,329.87653,400.46198,401.148,454.74695,483.68713,486.59192,494.37903,558.47705,562.8114,536.22296,528.91455,585.06396,558.91907,0.9908792,0.9669831,0.9856561,0.59737104,0.89942014,0.97954,0.982785,0.873531,0.926528,0.85914063,0.9123174,0.47926268,0.48274732,0.02530992,0.02999857,0.0031160116,0.003471762
7,629.46515,643.3059,613.1121,661.16693,588.09143,688.3937,546.44543,784.28015,481.09906,894.02423,591.8182,650.06177,559.1784,703.6713,593.66376,729.0875,616.5078,335.20648,321.62286,320.6811,331.72156,329.7752,400.44128,401.01166,455.1432,483.71045,486.5974,494.36743,558.49243,562.8673,536.39886,529.36,585.15247,559.66565,0.9908684,0.9672464,0.98555994,0.6011274,0.8982786,0.9795145,0.9825895,0.8729656,0.9252042,0.8581356,0.91075313,0.4758809,0.47822177,0.024901628,0.029424459,0.0030613244,0.0034049153
8,629.5161,643.4514,613.28094,661.4732,588.44324,688.612,546.45325,784.9877,481.29205,894.0871,592.31964,650.0486,559.05225,703.62665,593.729,728.5737,616.35675,335.17877,321.58868,320.60876,331.57898,329.4937,400.13354,400.95325,454.77344,483.9989,485.8374,494.25024,559.1153,563.62634,537.02026,530.391,585.60754,560.8519,0.9908483,0.9674167,0.98542655,0.60594094,0.8966999,0.9796027,0.9827288,0.87348795,0.92550755,0.8588058,0.91088307,0.47859323,0.4811394,0.025033742,0.029626727,0.003065765,0.0034166574
9,629.78375,643.68243,613.47253,661.7074,588.5493,688.53894,546.9913,784.5377,481.4812,892.46625,592.48627,648.7354,558.33594,700.8985,593.02234,725.9694,615.8384,334.7901,321.12878,320.26117,330.86627,329.0597,399.7246,400.6604,454.3567,483.6673,484.67285,494.07776,560.4846,564.88715,539.506,532.6979,588.2499,563.1925,0.9908224,0.9669919,0.9854861,0.60151917,0.89743304,0.9794158,0.98282915,0.8727287,0.9266348,0.85961056,0.91248274,0.4773789,0.48178992,0.024584621,0.029300958,0.0029763877,0.003330052
10,630.49713,644.2479,614.1288,661.9055,588.95654,689.31885,547.2991,784.9907,482.362,893.2026,592.2391,649.9162,558.81085,703.0165,592.6393,728.1079,614.66034,334.12805,320.60815,319.74292,330.67352,328.9212,399.8706,400.50525,454.91675,483.56262,484.1654,494.00787,562.1572,566.4259,541.96326,534.89844,591.63367,566.42316,0.99097073,0.9664572,0.9859541,0.59016794,0.9023589,0.9797326,0.98353016,0.8745725,0.93056244,0.8611917,0.91625607,0.48694858,0.49452567,0.024816662,0.029945731,0.0029447079,0.003320247
