frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
0,602.5621,618.48737,600.4336,657.72614,610.9031,701.9987,578.12274,725.21796,496.15045,687.5056,406.63934,667.1446,591.3477,639.1426,553.3978,614.92114,599.9149,378.0515,366.85437,363.64484,369.4187,360.8369,446.29352,414.45703,547.12177,459.35547,577.0678,474.23816,601.76575,585.2389,607.48706,598.5956,562.41626,580.13184,0.9656527,0.95443726,0.8799207,0.8874593,0.42506862,0.96158564,0.98527694,0.762043,0.9142417,0.6653712,0.8307569,0.55126697,0.675264,0.033065528,0.054153472,0.00487718,0.0076324344
1,602.32587,618.45636,600.1015,657.8868,610.29364,702.0465,577.91144,724.88104,496.18997,686.9328,407.04913,667.22394,591.1992,639.0691,552.9157,615.11664,599.4553,378.17883,366.93976,363.6499,369.55298,360.7619,446.47314,414.47772,547.2515,459.6543,577.0182,474.41992,601.58716,584.83044,608.3594,598.60535,563.42163,579.73474,0.9671693,0.9569839,0.88482225,0.8913243,0.42838496,0.9619,0.9853387,0.75911045,0.91260815,0.66108704,0.8274491,0.55038714,0.6744469,0.03341168,0.05466193,0.004976541,0.0077920854
2,602.16064,618.37537,600.0681,657.9341,610.4531,702.0444,577.89404,725.1383,495.95642,688.24054,406.42215,667.32086,591.32965,639.35876,553.34863,615.63586,600.24506,377.8427,366.6623,363.2627,369.40833,360.34772,446.0832,414.13452,546.3733,459.38165,576.2732,474.24316,601.01666,584.2737,608.0348,598.1161,562.4204,578.3791,0.9668331,0.9564999,0.8832167,0.8909559,0.42511973,0.9616505,0.985317,0.7591975,0.9130864,0.6618762,0.8283826,0.5492404,0.6738045,0.032915503,0.053977907,0.0048773587,0.0076527
3,602.80225,619.1206,600.4133,658.70215,610.1419,701.9886,578.1628,725.70593,495.84985,690.37805,405.51883,667.7302,591.9028,640.4406,553.5276,617.2471,599.34106,378.91455,367.47736,364.15283,369.35358,360.44275,445.6397,414.19324,545.6405,459.7284,576.4591,474.4671,601.27594,584.7942,609.0515,599.40936,563.827,579.78375,0.96766925,0.9573011,0.8876624,0.88931954,0.43325174,0.96197885,0.9853419,0.76190335,0.91370803,0.66618323,0.8307011,0.55650216,0.67909664,0.034253627,0.055879265,0.0050898492,0.007950157
4,602.99097,619.13495,600.635,658.6359,610.72565,702.34314,578.77386,725.8218,496.22137,691.3019,407.25644,667.66125,591.8341,641.14764,553.8543,618.9332,599.75366,378.72064,367.25153,364.14142,369.49768,361.08563,445.97638,414.61,545.8152,459.42035,576.9418,474.53656,601.18317,584.7806,610.2169,600.67676,564.2649,580.1497,0.9682903,0.9585807,0.88805944,0.89322966,0.42988065,0.9625946,0.9854744,0.764354,0.91372347,0.6677569,0.8302349,0.560769,0.68190145,0.03422132,0.05566284,0.0050311387,0.007852554
5,605.0783,622.1376,602.2654,660.74457,609.9581,701.39154,578.4876,725.38586,496.52206,691.9901,406.97394,668.61743,593.1136,642.89374,557.0123,624.0305,602.34973,378.26385,367.008,363.26636,369.93414,359.86267,445.87622,414.07245,544.83813,459.79364,576.5322,474.49817,601.2732,584.68286,611.5688,600.5497,567.7874,581.1031,0.972463,0.96342206,0.9049909,0.89589155,0.46057367,0.9645302,0.9860769,0.768697,0.9144069,0.67359775,0.83286977,0.56106347,0.68015164,0.034496397,0.055584997,0.0050644577,0.007843584
6,611.27374,628.5827,605.77344,664.47955,607.36664,700.9506,578.29565,725.032,496.38623,693.0541,406.957,667.5562,592.2945,643.6867,559.70435,627.43445,604.259,380.72235,368.29303,365.78906,369.1978,361.84308,444.93738,415.47034,543.7662,459.89496,576.82837,474.70245,600.6781,585.4381,608.6334,599.3626,568.9548,583.2889,0.9786204,0.9695616,0.9339707,0.891207,0.5417371,0.9672282,0.9871786,0.77149993,0.91694206,0.6814509,0.840713,0.5545161,0.673053,0.03548193,0.056661814,0.0053875446,0.008202493
7,611.7183,628.3672,606.1532,664.32196,608.50385,701.4712,578.96564,725.76556,496.38113,694.3155,406.73303,666.43555,591.9494,642.83923,560.90216,623.0988,607.40576,381.42865,368.425,366.61694,367.80804,362.13336,444.8791,416.1344,544.3447,459.25244,577.1701,474.42017,601.5271,587.0569,605.16895,598.68866,563.5254,582.5837,0.977626,0.96762085,0.93085015,0.88802487,0.5394417,0.96756744,0.98746145,0.77371264,0.91908514,0.6854182,0.84472215,0.5510329,0.67099243,0.034974128,0.056292653,0.0053257346,0.008130044
8,613.1662,630.2112,606.96265,666.00684,607.83887,701.7271,579.39087,725.8094,496.8267,694.1176,406.7365,666.68005,592.01074,642.402,559.54004,624.84644,604.3602,381.4298,368.2541,366.61,367.768,362.36865,444.89948,416.55603,544.2833,459.60437,577.346,474.3999,601.90216,587.505,604.5648,598.0947,564.7212,583.2731,0.97899497,0.9692015,0.9363479,0.88653415,0.5531025,0.9676982,0.98747087,0.7752269,0.91945523,0.6908897,0.8476302,0.55091506,0.6701211,0.035656005,0.057001144,0.0054683685,0.008289486
9,614.625,632.8163,607.535,668.5024,605.72095,701.8308,578.8347,724.97144,497.29935,689.1818,407.1873,667.82947,592.4529,642.295,559.72015,628.6567,604.53564,381.4544,368.14148,365.88806,368.18402,361.31805,445.42676,415.7622,545.5191,460.01892,576.77966,474.5056,602.6936,587.3218,607.0442,597.6621,569.20526,583.7272,0.9815868,0.97328556,0.94557834,0.8896115,0.57052803,0.9668514,0.9869797,0.7639878,0.91362417,0.6826296,0.8411405,0.5295339,0.6502119,0.034055084,0.054106593,0.0053444803,0.00806424
