frame,kp_0_x,kp_0_y,kp_0_conf,kp_1_x,kp_1_y,kp_1_conf,kp_2_x,kp_2_y,kp_2_conf,kp_3_x,kp_3_y,kp_3_conf,kp_4_x,kp_4_y,kp_4_conf,kp_5_x,kp_5_y,kp_5_conf,kp_6_x,kp_6_y,kp_6_conf,kp_7_x,kp_7_y,kp_7_conf,kp_8_x,kp_8_y,kp_8_conf,kp_9_x,kp_9_y,kp_9_conf,kp_10_x,kp_10_y,kp_10_conf,kp_11_x,kp_11_y,kp_11_conf,kp_12_x,kp_12_y,kp_12_conf,kp_13_x,kp_13_y,kp_13_conf,kp_14_x,kp_14_y,kp_14_conf,kp_15_x,kp_15_y,kp_15_conf,kp_16_x,kp_16_y,kp_16_conf
0.0,621.9482060597951,419.81903662129895,0.27379912,625.0766889244496,412.15003673010307,0.47119835,615.31274,414.77606,0.0941571,639.5132649343946,389.88899191360844,0.40605804,606.08545,399.09216,0.029613078,691.3983828257274,372.2802102170517,0.76336825,592.3704017269637,376.6482028984759,0.12069389,798.5184353886215,431.46288252825536,0.95434517,641.8061,425.34753,0.078900725,678.0461517856511,434.25635725469294,0.93581283,677.1747790402302,432.4888409666385,0.19597474,714.6413059769158,405.1082595817407,0.36431032,648.7369022673641,405.09761721176244,0.100575626,710.4136,419.3761,0.08233443,665.9206,414.615,0.01495406,709.7045,447.27435,0.023343325,726.0649,427.6371,0.006525278
1.0,622.7918208295425,419.0507451280375,0.28712404,625.2897458452242,411.2497482031674,0.4872328,616.111,414.21167,0.094427526,639.2824779667852,388.8280469789442,0.4222128,607.8962,398.92584,0.028293788,691.5246800150023,371.95025999830705,0.7642169,598.5955906525269,376.80005658302815,0.12490839,797.1616822290617,431.5108050570351,0.9533087,650.4281,424.70428,0.08196387,678.798897755936,434.4421949446578,0.9357079,678.376335573808,432.01340399870645,0.20534283,718.3881096058099,404.476515879841,0.36546606,656.3400428991608,404.3089902990196,0.10309222,714.0543,419.92938,0.08496258,672.29175,414.64612,0.015911132,714.6393,448.2397,0.0242787,729.59143,427.74182,0.0069530606
2.0,625.5134084727877,418.09056742662256,0.28622496,627.4847597263416,410.1295215397487,0.4809139,619.01416,413.30463,0.08848804,640.493543869284,387.2907177968656,0.42874774,611.3064,397.97937,0.026425987,692.2360214351629,371.0556262102152,0.77043676,604.182079917434,376.8431147660892,0.12920031,797.1090524412377,432.3651124107118,0.9554065,658.3987,425.95764,0.086372554,676.2372261235996,434.6241213790731,0.9391293,680.2326084402993,431.504878781101,0.21731716,719.66480962438,405.61429291660824,0.37302554,660.7853860438735,405.50867914766303,0.106485456,714.77637,419.92474,0.088517964,675.5878,414.6253,0.016729921,716.1347,448.4135,0.025092423,731.403,428.09442,0.0072322786
3.0,625.7249862161697,414.46723643704985,0.28389955,627.26038978838,406.8966024895826,0.46578324,619.88055,409.87885,0.084610075,639.4718121246046,385.1874269159603,0.42542282,613.5494,395.4214,0.02573511,690.9858263788303,370.3118735368747,0.77245975,608.1324243805017,375.7645854184466,0.1373179,796.870669126072,432.5779363922384,0.95447737,665.6365,425.31927,0.09452376,676.0713644950977,434.98720007088684,0.9383073,682.1782060044901,429.9196321743844,0.23149735,718.7914835165147,407.61595083184665,0.37315163,663.2827509595704,407.18288625915017,0.10999331,714.61194,418.46362,0.08882728,677.9827,412.9402,0.017614841,717.2071,448.76685,0.025222152,731.7711,428.36707,0.007536143
4.0,626.8029043169549,414.26605241148087,0.27054113,628.3809098926528,406.51522947628445,0.44924352,620.6005,409.5763,0.08445504,640.2457866961674,384.54274697480275,0.40057558,612.9418,394.88635,0.026654303,691.6422453359941,369.87768839000734,0.7583863,605.6827627025572,375.659665275498,0.1280357,796.96551122893,432.5855196780459,0.95146203,660.88226,426.1043,0.087681204,677.5007134350759,434.55285193194675,0.93378216,682.2329596813408,429.22336389821294,0.21540084,718.8711157579885,409.56846736828686,0.35511953,661.5668370706226,409.48589144023947,0.10197428,713.51886,419.65826,0.08263478,675.51874,414.60315,0.016063213,715.25977,450.52942,0.023748904,730.64105,430.84277,0.0070069134
5.0,626.0751614247066,415.10471402734817,0.2689134,627.7019715713814,407.32814079988634,0.4441096,620.0664,410.31256,0.08221024,639.749668038919,385.4963097493267,0.40200326,613.1515,395.6604,0.025799364,690.7125951137026,370.7290325834847,0.74860966,607.9604798563958,377.01986312478977,0.12551478,797.3819356792047,432.74756000190143,0.94803345,667.1749,427.37024,0.08709791,679.1256092070927,434.53134741461383,0.9303733,685.5200524017162,429.0449488606229,0.21488681,719.1799358649437,409.9944503891407,0.33985382,663.68567,410.03052,0.09770623,714.3667,420.39868,0.07751113,677.9915,415.58624,0.015437245,716.36615,450.8805,0.02221188,730.8527,431.60107,0.00669232
6.0,628.7610591092108,414.24144352643526,0.26888725,629.958645441417,406.5890908145621,0.44501433,622.7711,409.63806,0.08397129,640.9699714242215,385.0395983155213,0.40557954,615.5938,395.24127,0.027352631,691.7842614477144,371.09248251184135,0.7540235,609.3845925959806,376.93943872093223,0.13001245,796.9374301584437,432.58073964210797,0.9478494,665.0107,426.38763,0.087923974,683.134908393842,433.9121678460507,0.9292613,685.19686312337,428.0067128988195,0.21330467,718.818471431416,409.31114250652496,0.34769663,663.993255350459,409.19324380389327,0.10118428,711.96594,419.7815,0.08154267,675.9847,414.79614,0.016189784,713.9569,449.03894,0.02381444,729.3582,429.8506,0.007144809
7.0,627.4545854186033,415.6253078131887,0.2601814,628.778900626971,407.82534837400664,0.4427834,621.56055,410.93286,0.0790402,640.3279398697412,385.72220247205286,0.41202977,614.76196,396.10187,0.025356561,691.40916905586,371.1546103636227,0.746707,608.4786789386114,377.6120985235378,0.1196768,796.9554438008611,433.14565460860007,0.9470563,664.48895,428.219,0.0794259,682.3362871432788,434.78591502777726,0.9272722,684.9522953041171,429.607993260376,0.19670552,718.0043354472891,409.4037029425611,0.33485875,662.8135,409.55737,0.09376234,711.99274,421.44678,0.07700735,675.84595,416.87946,0.014824212,713.5605,451.73846,0.022233903,728.9092,433.09247,0.0065315664
8.0,630.5651386540987,413.66873534403817,0.25803113,631.4680637524742,405.72603476257194,0.43214357,624.35,409.11926,0.080412686,642.0312161961764,383.4484867562045,0.4004598,616.82025,394.50555,0.026412934,692.7650363934148,370.0238379332636,0.7461934,610.6680250404788,376.90217034220666,0.12403166,795.9097952939618,433.3626386292868,0.94515914,663.70575,428.2917,0.08276832,684.7789183126234,434.19483343744963,0.9242577,683.9623070936264,427.2656254867594,0.19925171,715.4863895030111,411.5298474772928,0.3332361,661.23157,411.75464,0.094977826,710.21924,421.21356,0.07578918,674.75055,416.862,0.014954507,710.9567,451.06976,0.022169799,726.96246,433.28455,0.0066274703
9.0,629.0578234499249,416.9477938326815,0.26369983,630.0820038765087,408.31902766617173,0.45056215,622.25397,412.1737,0.08370933,642.1537020459,384.5984115122432,0.41425914,614.711,396.77606,0.027031392,695.1173372018555,371.1970424762668,0.7393446,609.1371915492007,378.387343750397,0.12115818,796.9604802429832,434.2710876454204,0.94086933,658.8268,429.6679,0.07756421,687.3591425551613,433.62970987831284,0.917511,683.6302652205542,429.46966611503905,0.18618175,718.5853720418309,411.4782245361096,0.31737512,661.9509,411.76904,0.08937946,711.80426,423.69733,0.0695748,674.3181,419.09064,0.013655961,712.1252,453.33942,0.020286173,728.5244,435.154,0.006061822
